ID_Product,PREP,LONG,LARG,HAUT,QTE,Volume_Product,POIDS,TYPE_OP,index,Number_Lines,Product_FREQUENCY,Quantity_demand,Average_Volume/Day,Familly
413432,detail,164,127,127,500,2645156,3473,UNIT,1673,53,0.20384615384615384,197,2004214.353846154,Normal
416475,detail,195,190,115,100,4260750,286,UNIT,1700,152,0.5846153846153846,3621,59339137.5,Normal
369670,detail,250,226,103,10,5819500,3670,UNIT,1216,12,0.046153846153846156,19,425271.1538461539,Normal
385817,detail,180,140,60,100,1512000,2687,UNIT,1409,6,0.023076923076923078,15,87230.76923076923,Normal
2237443,detail,385,140,100,20,5390000,6107,UNIT,4607,37,0.1423076923076923,90,1865769.2307692308,Heavy
2287626,detail,190,140,50,40,1330000,2654,UNIT,4987,28,0.1076923076923077,206,1053769.2307692308,Normal
2006180,detail,240,165,81,1,3207600,302,UNIT,2086,4,0.015384615384615385,10,123369.23076923077,Normal
2006654,detail,153,125,67,1000,1281375,2554,UNIT,2107,134,0.5153846153846153,545,2685959.1346153845,Normal
2007249,detail,120,95,135,500,1539000,1357,UNIT,2114,495,1.9038461538461537,13355,79051326.92307693,Normal
2007754,detail,119,94,175,1000,1957550,2331,UNIT,2134,78,0.3,478,3598880.3846153845,Normal
2004128,detail,235,140,100,50,3290000,2808,UNIT,2006,1084,4.1692307692307695,7072,89488000.0,Normal
2004154,detail,180,135,82,25,1992600,2126,UNIT,2012,504,1.9384615384615385,3646,27942383.076923076,Normal
2004162,detail,220,135,88,16,2613600,3247,UNIT,2020,378,1.4538461538461538,2878,28930541.53846154,Normal
2004177,detail,221,136,83,16,2494648,2955,UNIT,2031,50,0.19230769230769232,211,2024502.8,Normal
2004204,detail,221,136,83,40,2494648,2796,UNIT,2041,257,0.9884615384615385,1505,14440174.0,Normal
2004206,detail,221,136,83,25,2494648,2233,UNIT,2043,124,0.47692307692307695,891,8548966.8,Normal
2004223,detail,220,135,85,100,2524500,2825,UNIT,2060,27,0.10384615384615385,57,553448.0769230769,Normal
2039186,detail,150,130,15,1,292500,112,UNIT,2371,3676,14.138461538461538,6541,7358625.0,Fragile
2039211,detail,230,60,12,1,165600,67,UNIT,2379,63,0.2423076923076923,195,124200.0,Fragile
2018960,detail,600,180,50,1,5400000,1130,UNIT,2202,42,0.16153846153846155,110,2284615.3846153845,Normal
201990,detail,170,130,90,500,1989000,3500,UNIT,203,39,0.15,84,642600.0,Normal
2018412,detail,187,140,52,20,1361360,2521,UNIT,2167,67,0.25769230769230766,310,1623160.0,Normal
2076993,detail,165,125,92,1,1897500,592,UNIT,2696,11066,42.56153846153846,15224,111105923.07692307,Normal
2079926,detail,180,135,85,50,2065500,3405,UNIT,2728,119,0.4576923076923077,810,6434826.923076923,Normal
2074630,detail,145,100,40,1,580000,296,UNIT,2651,109,0.41923076923076924,278,620153.8461538461,Normal
2036089,detail,220,140,85,10,2618000,4260,UNIT,2294,256,0.9846153846153847,2236,22514800.0,Normal
2053601,detail,220,65,65,1,929500,579,UNIT,2473,700,2.6923076923076925,23818,85149350.0,Normal
2105719,detail,220,135,85,25,2524500,2652,UNIT,2905,1840,7.076923076923077,14124,137138607.69230768,Normal
2105874,detail,220,135,85,25,2524500,3921,UNIT,2930,45,0.17307692307692307,239,2320598.076923077,Normal
2105883,detail,220,135,82,16,2435400,1943,UNIT,2938,33,0.12692307692307692,728,6819120.0,Normal
2105900,detail,220,135,60,5,1782000,2568,UNIT,2954,51,0.19615384615384615,529,3625684.6153846155,Normal
2120427,detail,585,50,50,1,1462500,1480,UNIT,3147,411,1.5807692307692307,619,3481875.0,Normal
2122283,detail,580,45,45,1,1174500,1040,UNIT,3179,225,0.8653846153846154,487,2199928.846153846,Normal
2122298,detail,530,70,70,4,2597000,2587,UNIT,3191,229,0.8807692307692307,371,3705719.230769231,Normal
2122300,detail,330,30,30,1,297000,469,UNIT,3192,117,0.45,243,277580.76923076925,Normal
2123406,detail,290,85,65,1,1602250,805,UNIT,3201,3168,12.184615384615384,141126,869688975.0,Normal
2200894,detail,410,380,5,1,779000,1920,UNIT,4123,45,0.17307692307692307,100,299615.3846153846,Normal
2141906,detail,220,140,60,50,1848000,2675,UNIT,3338,387,1.4884615384615385,1650,11727692.307692308,Normal
2184850,detail,234,140,110,50,3603600,3411,UNIT,4016,391,1.5038461538461538,1427,19778220.0,Normal
2173877,detail,185,135,50,100,1248750,682,UNIT,3844,9,0.03461538461538462,46,220932.6923076923,Normal
2223884,detail,375,140,50,10,2625000,4350,UNIT,4384,101,0.38846153846153847,397,4008173.076923077,Normal
2223889,detail,375,140,55,5,2887500,5015,UNIT,4389,156,0.6,897,9961875.0,Heavy
2224225,detail,220,35,15,1,115500,61,UNIT,4450,88,0.3384615384615385,519,230555.76923076922,Fragile
2224283,detail,195,35,35,8,238875,376,UNIT,4482,135,0.5192307692307693,213,195693.75,Normal
2224292,detail,245,35,35,8,300125,563,UNIT,4488,163,0.6269230769230769,197,227402.40384615384,Normal
2224566,detail,550,395,200,1,43450000,2093,UNIT,4497,126,0.4846153846153846,178,29746538.46153846,Normal
2227704,detail,280,160,50,2,2240000,3498,UNIT,4507,27,0.10384615384615385,59,508307.6923076923,Normal
2223843,detail,190,140,50,20,1330000,2124,UNIT,4347,150,0.5769230769230769,810,4143461.5384615385,Normal
2246438,detail,235,140,80,50,2632000,3792,UNIT,4710,87,0.3346153846153846,263,2662369.230769231,Normal
290131,detail,185,135,75,25,1873125,2071,UNIT,702,44,0.16923076923076924,207,1491295.673076923,Normal
2127788,detail,185,135,65,50,1623375,2603,UNIT,3231,39,0.15,283,1766981.25,Normal
386427,detail,210,120,65,25,1638000,1191,UNIT,1456,39,0.15,170,1071000.0,Normal
381403,detail,195,145,100,100,2827500,2652,UNIT,1365,123,0.47307692307692306,321,3490875.0,Normal
421907,detail,595,30,30,1,535500,701,UNIT,1836,207,0.7961538461538461,688,1417015.3846153845,Normal
423878,detail,185,130,120,50,2886000,1471,UNIT,1861,65,0.25,396,4395600.0,Normal
2163338,detail,140,120,45,1,756000,1259,UNIT,3700,101,0.38846153846153847,120,348923.07692307694,Normal
383579,detail,125,80,55,100,550000,580,UNIT,1392,13,0.05,143,302500.0,Normal
425032,detail,250,225,100,1,5625000,586,UNIT,1888,18,0.06923076923076923,25,540865.3846153846,Normal
386218,detail,185,165,140,100,4273500,3018,UNIT,1441,68,0.26153846153846155,544,8941476.923076924,Normal
435993,detail,380,100,50,1,1900000,1028,UNIT,1977,1228,4.723076923076923,54044,394936923.0769231,Normal
386489,detail,330,330,190,10,20691000,4855,UNIT,1468,115,0.4423076923076923,467,37164219.23076923,Normal
2113976,detail,220,135,85,50,2524500,2505,UNIT,3047,122,0.46923076923076923,489,4748001.923076923,Normal
385873,detail,230,135,100,10,3105000,2460,UNIT,1433,48,0.18461538461538463,177,2113788.4615384615,Normal
260525,detail,274,204,59,10,3297864,1985,UNIT,515,21,0.08076923076923077,64,811781.9076923077,Normal
360644,detail,400,350,10,1,1400000,2106,UNIT,1141,39,0.15,150,807692.3076923077,Normal
336645,detail,590,35,30,1,619500,481,UNIT,1061,111,0.4269230769230769,169,402675.0,Normal
3063532,detail,125,115,90,500,1293750,4868,UNIT,5085,75,0.28846153846153844,163,811081.7307692308,Normal
409182,detail,595,35,15,1,312375,143,UNIT,1573,160,0.6153846153846154,392,470965.3846153846,Fragile
41057,detail,81,62,55,100,276210,320,UNIT,114,7,0.026923076923076925,20,21246.923076923078,Normal
409218,detail,600,45,25,1,675000,452,UNIT,1602,270,1.0384615384615385,591,1534326.923076923,Normal
256312,detail,163,123,60,100,1202940,1206,UNIT,468,234,0.9,2352,10881980.307692308,Normal
387431,detail,225,195,120,50,5265000,2620,UNIT,1492,38,0.14615384615384616,268,5427000.0,Normal
258018,detail,235,140,50,5,1645000,2666,UNIT,472,93,0.3576923076923077,1456,9212000.0,Normal
331547,detail,238,141,50,8,1677900,3068,UNIT,981,34,0.13076923076923078,204,1316506.1538461538,Normal
2163313,detail,150,100,40,1,600000,1922,UNIT,3684,10,0.038461538461538464,10,23076.923076923078,Normal
2128213,detail,510,90,70,1000,3213000,2051,UNIT,3244,5,0.019230769230769232,9,111219.23076923077,Normal
207322,detail,180,175,5,1,157500,59,UNIT,268,46,0.17692307692307693,85,51490.38461538462,Fragile
2233883,detail,120,90,15,1,162000,46,UNIT,4560,219,0.8423076923076923,322,200630.76923076922,Fragile
237309,detail,250,200,30,450,1500000,884,UNIT,398,97,0.3730769230769231,1325,7644230.769230769,Normal
260363,detail,166,125,71,100,1473250,787,UNIT,504,40,0.15384615384615385,207,1172933.6538461538,Normal
2206960,detail,495,395,150,1,29328750,2396,UNIT,4188,43,0.16538461538461538,64,7219384.615384615,Normal
2172045,detail,420,55,45,1,1039500,380,UNIT,3818,8,0.03076923076923077,19,75963.46153846153,Normal
417629,detail,160,80,70,1,896000,263,UNIT,1766,1,0.0038461538461538464,3,10338.461538461539,Normal
2113029,detail,87,77,52,1,348348,138,UNIT,3007,12,0.046153846153846156,27,36174.6,Fragile
2272058,detail,230,140,80,10,2576000,3935,UNIT,4937,2,0.030303030303030304,3,117090.90909090909,Normal
2117962,detail,220,220,5,1,242000,390,UNIT,3089,19,0.07307692307692308,43,40023.07692307692,Normal
2261152,detail,157,60,40,1,376800,107,UNIT,4767,27,0.10384615384615385,88,127532.30769230769,Fragile
2099396,detail,280,47,10,5,131600,137,UNIT,2851,16,0.06153846153846154,62,31381.53846153846,Fragile
2021990,detail,123,46,46,8,260268,298,UNIT,2213,468,1.8,650,650670.0,Normal
432077,detail,240,230,110,25,6072000,589,UNIT,1923,52,0.2,96,2241969.230769231,Normal
2070413,detail,60,55,55,1,181500,476,UNIT,2600,127,0.48846153846153845,232,161953.84615384616,Normal
2150741,detail,130,130,110,10,1859000,1957,UNIT,3408,145,0.5576923076923077,459,3281850.0,Normal
2313323,detail,122,80,55,1,536800,228,UNIT,5069,63,0.2423076923076923,77,158975.38461538462,Normal
2170626,detail,95,30,30,10,85500,42,UNIT,3792,18,0.06923076923076923,46,15126.923076923076,Fragile
2261240,detail,195,135,70,1,1842750,373,UNIT,4835,20,0.07692307692307693,38,269325.0,Normal
2232606,detail,410,20,20,1,164000,748,UNIT,4529,369,1.4192307692307693,605,381615.3846153846,Normal
305909,detail,235,80,70,1,1316000,1319,UNIT,875,4,0.015384615384615385,4,20246.153846153848,Normal
2115080,detail,170,80,3,5,40800,35,UNIT,3060,23,0.08846153846153847,31,4864.615384615385,Fragile
2071169,detail,175,45,45,5,354375,342,UNIT,2631,7,0.10606060606060606,7,37585.22727272727,Normal
2071163,detail,173,45,45,10,350325,399,UNIT,2627,4,0.06060606060606061,4,21231.81818181818,Normal
2170676,detail,155,45,45,10,313875,297,UNIT,3805,138,0.5307692307692308,220,265586.53846153844,Normal
413409,detail,167,127,90,250,1908810,1557,UNIT,1658,37,0.1423076923076923,243,1784003.1923076923,Normal
2071177,detail,225,25,25,1,140625,179,UNIT,2638,87,0.3346153846153846,273,147656.25,Fragile
411503,detail,250,35,15,1,131250,134,UNIT,1641,20,0.07692307692307693,67,33822.11538461538,Fragile
2154898,detail,170,80,3,5,40800,44,UNIT,3467,23,0.08846153846153847,26,4080.0,Fragile
2207456,detail,170,150,150,30,3825000,1062,UNIT,4201,247,0.95,356,5237307.692307692,Normal
2025572,detail,225,47,10,1,105750,50,UNIT,2270,47,0.18076923076923077,139,56535.57692307692,Fragile
2216110,detail,580,70,65,1,2639000,623,UNIT,4260,36,0.13846153846153847,57,578550.0,Normal
418302,detail,585,20,20,1,234000,443,UNIT,1789,22,0.08461538461538462,56,50400.0,Normal
2076465,detail,280,65,65,1,1183000,340,UNIT,2667,10,0.038461538461538464,29,131950.0,Normal
47408,detail,300,230,60,25,4140000,2944,UNIT,134,29,0.11153846153846154,38,605076.9230769231,Normal
417572,detail,130,70,40,1,364000,129,UNIT,1733,5,0.019230769230769232,6,8400.0,Fragile
2006304,detail,60,60,575,1,2070000,1615,UNIT,2093,53,0.20384615384615384,63,501576.92307692306,Normal
2139468,detail,215,205,53,1,2335975,533,UNIT,3319,18,0.06923076923076923,18,161721.34615384616,Normal
2267008,detail,210,55,10,5,115500,126,UNIT,4871,146,0.5615384615384615,239,106171.15384615384,Fragile
2133737,detail,230,170,55,1000,2150500,1762,UNIT,3282,23,0.08846153846153847,107,885013.4615384615,Normal
369664,detail,185,146,130,10,3511300,4531,UNIT,1213,106,0.4076923076923077,362,4888810.0,Normal
2168883,detail,510,115,35,1,2052750,1657,UNIT,3772,154,0.5923076923076923,307,2423824.0384615385,Normal
2128496,detail,340,25,25,1,212500,286,UNIT,3251,74,0.2846153846153846,161,131586.53846153847,Normal
2069667,detail,380,105,95,1,3790500,508,UNIT,2552,72,0.27692307692307694,79,1151728.8461538462,Normal
304931,detail,190,50,50,10,475000,584,UNIT,831,254,0.9769230769230769,363,663173.0769230769,Normal
260361,detail,166,120,91,100,1812720,677,UNIT,502,66,0.25384615384615383,483,3367476.0,Normal
2185564,detail,425,85,85,1,3070625,1251,UNIT,4031,38,0.14615384615384616,53,625935.0961538461,Normal
2182582,detail,340,150,80,1,4080000,431,UNIT,3909,16,0.06153846153846154,21,329538.46153846156,Normal
2204575,detail,80,80,80,1,512000,137,UNIT,4138,29,0.11153846153846154,34,66953.84615384616,Fragile
2200273,detail,150,150,20,1,450000,46,UNIT,4115,442,1.7,1366,2364230.769230769,Fragile
371370,detail,290,190,135,500,7438500,1014,UNIT,1237,196,0.7538461538461538,879,25147851.923076924,Normal
271959,detail,280,80,70,1,1568000,1170,UNIT,532,95,0.36538461538461536,223,1344861.5384615385,Normal
2253051,detail,45,45,25,1,50625,192,UNIT,4726,74,0.2846153846153846,92,17913.46153846154,Fragile
2004116,detail,221,136,83,50,2494648,2095,UNIT,1996,51,0.19615384615384615,180,1727064.0,Normal
2198250,detail,450,395,115,1,20441250,6275,UNIT,4091,624,2.4,1017,79956735.57692307,Heavy
2159468,detail,425,65,65,1,1795625,667,UNIT,3631,11,0.04230769230769231,24,165750.0,Normal
417637,detail,185,95,80,1,1406000,420,UNIT,1773,1,0.0038461538461538464,1,5407.692307692308,Normal
2070390,detail,135,35,30,1,141750,240,UNIT,2583,751,2.8884615384615384,1835,1000427.8846153846,Normal
2159873,detail,185,140,100,40,2590000,2592,UNIT,3651,10,0.038461538461538464,17,169346.15384615384,Normal
417567,detail,125,70,40,1,350000,96,UNIT,1730,5,0.019230769230769232,5,6730.7692307692305,Fragile
2153428,detail,430,135,125,1,7256250,2516,UNIT,3424,57,0.21923076923076923,69,1925697.1153846155,Normal
304175,detail,270,228,89,10,5478840,4548,UNIT,774,101,0.38846153846153847,348,7333216.615384615,Normal
335677,detail,234,206,74,25,3567096,1320,UNIT,1035,68,0.26153846153846155,223,3059470.8,Normal
2142663,detail,495,395,120,1,23463000,6504,UNIT,3347,48,0.18461538461538463,50,4512115.384615385,Heavy
2113242,detail,80,10,10,1,8000,12,UNIT,3010,66,0.25384615384615383,337,10369.23076923077,Fragile
2329390,detail,80,70,15,20,84000,21,UNIT,5083,14,0.05384615384615385,56,18092.30769230769,Fragile
2184307,detail,260,90,80,50,1872000,4520,UNIT,3923,257,0.9884615384615385,557,4010400.0,Normal
377820,detail,399,30,25,3,299250,326,UNIT,1340,18,0.06923076923076923,26,29925.0,Normal
2206283,detail,135,100,42,1,567000,1726,UNIT,4155,4,0.015384615384615385,7,15265.384615384615,Normal
304067,detail,225,190,63,10,2693250,3650,UNIT,751,27,0.10384615384615385,80,828692.3076923077,Normal
406378,detail,260,115,45,20,1345500,4600,UNIT,1550,26,0.1,141,729675.0,Normal
2154893,detail,125,50,15,25,93750,180,UNIT,3463,8,0.03076923076923077,8,2884.6153846153848,Fragile
2270740,detail,135,135,105,1,1913625,735,UNIT,4890,19,0.07307692307692308,20,147201.92307692306,Normal
2172815,detail,230,230,60,50,3174000,1597,UNIT,3820,105,0.40384615384615385,585,7141500.0,Normal
56418,detail,385,100,85,25,3272500,3885,UNIT,158,24,0.09230769230769231,62,780365.3846153846,Normal
2140720,detail,330,40,18,3,237600,198,UNIT,3336,105,0.40384615384615385,231,211098.46153846153,Fragile
2233713,detail,235,235,110,25,6074750,7303,UNIT,4542,158,0.6076923076923076,491,11471931.73076923,Heavy
2261200,detail,185,85,55,1,864875,193,UNIT,4814,60,0.23076923076923078,86,286074.03846153844,Fragile
315746,detail,159,153,73,50,1775871,420,UNIT,949,53,0.20384615384615384,83,566912.6653846154,Normal
260351,detail,163,124,91,100,1839292,686,UNIT,492,339,1.3038461538461539,3024,21392380.8,Normal
2131536,detail,495,380,215,1,40441500,5970,UNIT,3271,2436,9.36923076923077,3077,478609598.0769231,Heavy
330170,detail,30,30,3,1,2700,4,UNIT,976,51,0.19615384615384615,176,1827.6923076923076,Fragile
7743,detail,120,57,18,1,123120,365,UNIT,52,14,0.05384615384615385,24,11364.923076923076,Normal
332089,detail,335,45,45,1,678375,440,UNIT,1010,31,0.11923076923076924,40,104365.38461538461,Normal
2270768,detail,170,117,70,1,1392300,295,UNIT,4918,3,0.011538461538461539,3,16065.0,Normal
282295,detail,375,78,45,1,1316250,1498,UNIT,604,40,0.15384615384615385,62,313875.0,Normal
388848,detail,75,75,135,1,759375,790,UNIT,1511,4,0.015384615384615385,5,14603.365384615385,Normal
2163300,detail,150,100,40,1,600000,2068,UNIT,3672,32,0.12307692307692308,40,92307.69230769231,Normal
2179720,detail,310,45,15,5,209250,231,UNIT,3885,454,1.7461538461538462,2118,1704582.6923076923,Normal
378676,detail,154,18,18,1,49896,106,UNIT,1352,5,0.019230769230769232,5,959.5384615384615,Fragile
2128505,detail,335,35,35,1,410375,593,UNIT,3260,52,0.2,85,134161.0576923077,Normal
2170568,detail,585,90,110,1,5791500,770,UNIT,3787,35,0.1346153846153846,98,2182950.0,Normal
2120421,detail,580,45,45,1,1174500,1330,UNIT,3144,162,0.6230769230769231,224,1011876.9230769231,Normal
435297,detail,141,129,57,1,1036773,360,UNIT,1960,28,0.1076923076923077,29,115640.06538461539,Normal
2223016,detail,185,90,75,1,1248750,834,UNIT,4315,3,0.011538461538461539,80,384230.76923076925,Normal
279660,detail,200,100,80,1,1600000,150,UNIT,582,24,0.09230769230769231,35,215384.61538461538,Fragile
2215812,detail,215,210,55,1,2483250,473,UNIT,4238,38,0.14615384615384616,45,429793.26923076925,Normal
2114714,detail,170,80,5,5,68000,36,UNIT,3055,39,0.15,96,25107.69230769231,Fragile
2149274,detail,45,45,5,1,10125,117,UNIT,3369,2867,11.026923076923078,6595,256824.51923076922,Fragile
2159572,detail,425,65,65,1,1795625,721,UNIT,3638,24,0.09230769230769231,45,310781.25,Normal
2089215,detail,590,280,395,1,65254000,3906,UNIT,2791,22,0.08461538461538462,24,6023446.153846154,Normal
2282197,detail,160,160,60,50,1536000,154,UNIT,4978,2,0.030303030303030304,21,488727.2727272727,Fragile
2162910,detail,395,293,148,1,17128780,3807,UNIT,3666,4265,16.403846153846153,6248,411617759.38461536,Normal
304741,detail,530,20,20,1,212000,280,UNIT,798,41,0.1576923076923077,51,41584.61538461538,Normal
417613,detail,130,80,40,1,416000,139,UNIT,1754,5,0.019230769230769232,8,12800.0,Fragile
212190,detail,190,140,80,1,2128000,209,UNIT,289,15,0.057692307692307696,16,130953.84615384616,Normal
237744,detail,165,40,13,1,85800,82,UNIT,418,71,0.27307692307692305,147,48510.0,Fragile
365809,detail,150,130,65,10,1267500,2430,UNIT,1161,44,0.16923076923076924,83,404625.0,Normal
386428,detail,220,125,75,25,2062500,1296,UNIT,1457,45,0.17307692307692307,173,1372355.7692307692,Normal
2128492,detail,340,25,25,1,212500,189,UNIT,3247,48,0.18461538461538463,116,94807.69230769231,Fragile
2184833,detail,285,200,130,50,7410000,3937,UNIT,4008,121,0.4653846153846154,329,9376500.0,Normal
423896,detail,280,130,125,50,4550000,2522,UNIT,1879,12,0.046153846153846156,230,4025000.0,Normal
435410,detail,155,155,50,1,1201250,529,UNIT,1965,175,0.6730769230769231,3149,14548985.576923076,Normal
216379,detail,112,78,49,100,428064,925,UNIT,299,29,0.11153846153846154,71,116894.4,Normal
2267009,detail,170,60,30,35,306000,848,UNIT,4872,51,0.19615384615384615,97,114161.53846153847,Normal
2222125,detail,175,60,30,35,315000,621,UNIT,4292,122,0.46923076923076923,219,265326.92307692306,Normal
315745,detail,164,155,72,50,1830240,522,UNIT,948,19,0.07307692307692308,31,218220.92307692306,Normal
2232598,detail,465,135,110,5,6905250,3961,UNIT,4524,151,0.5807692307692308,169,4488412.5,Normal
2232610,detail,395,135,110,10,5865750,5056,UNIT,4531,63,0.2423076923076923,82,1849967.3076923077,Heavy
382520,detail,500,390,133,1,25935000,7348,UNIT,1375,967,3.7192307692307693,1512,150822000.0,Heavy
2233873,detail,155,95,70,1,1030750,281,UNIT,4551,36,0.13846153846153847,45,178399.03846153847,Normal
371383,detail,101,102,28,1,288456,103,UNIT,1239,33,0.12692307692307692,121,134242.9846153846,Fragile
373319,detail,193,64,60,1,741120,375,UNIT,1291,9,0.03461538461538462,19,54158.769230769234,Normal
2185571,detail,430,125,105,1,5643750,2351,UNIT,4034,60,0.23076923076923078,82,1779951.923076923,Normal
369055,detail,335,25,15,3,125625,205,UNIT,1180,107,0.4115384615384615,283,136737.98076923078,Normal
2259039,detail,240,232,10,1,556800,616,UNIT,4753,46,0.17692307692307693,135,289107.6923076923,Normal
2154886,detail,170,80,3,5,40800,31,UNIT,3459,7,0.026923076923076925,18,2824.6153846153848,Fragile
2185136,detail,580,82,82,1,3899920,1805,UNIT,4023,136,0.5230769230769231,163,2444949.846153846,Normal
2044213,detail,395,360,120,1,17064000,2608,UNIT,2436,1907,7.334615384615384,2554,167620984.6153846,Normal
2270752,detail,157,70,55,1,604450,98,UNIT,4902,51,0.19615384615384615,488,1134506.1538461538,Fragile
2122209,detail,125,80,55,100,550000,455,UNIT,3163,47,0.18076923076923077,166,351153.8461538461,Normal
409190,detail,350,40,25,1,350000,100,UNIT,1578,852,3.276923076923077,4061,5466730.769230769,Fragile
385106,detail,185,70,50,1,647500,694,UNIT,1401,30,0.11538461538461539,36,89653.84615384616,Normal
2133865,detail,105,110,5,1,57750,104,UNIT,3285,64,0.24615384615384617,264,58638.46153846154,Fragile
2022684,detail,220,125,66,50,1815000,1490,UNIT,2257,34,0.13076923076923078,579,4041865.3846153845,Normal
2218557,detail,440,395,120,1,20856000,3871,UNIT,4278,458,1.7615384615384615,616,49412676.92307692,Normal
417829,detail,550,90,30,1,1485000,3261,UNIT,1785,31,0.11923076923076924,75,428365.3846153846,Normal
284814,detail,190,170,140,1,4522000,1813,UNIT,638,105,0.40384615384615385,431,7496084.615384615,Normal
2106731,detail,150,90,10,1,135000,25,UNIT,2962,23,0.08846153846153847,59,30634.615384615383,Fragile
2296019,detail,45,45,20,1,40500,121,UNIT,5023,135,0.5192307692307693,159,24767.30769230769,Fragile
2022003,detail,80,40,35,8,112000,438,UNIT,2225,2666,10.253846153846155,3778,1627446.1538461538,Normal
2222962,detail,185,75,30,1,416250,989,UNIT,4310,10,0.038461538461538464,48,76846.15384615384,Normal
378123,detail,170,80,5,5,68000,27,UNIT,1342,39,0.15,110,28769.23076923077,Fragile
2079934,detail,180,135,85,50,2065500,2614,UNIT,2736,116,0.4461538461538462,434,3447796.153846154,Normal
2194656,detail,135,135,20,2,364500,683,UNIT,4074,59,0.22692307692307692,87,121967.30769230769,Normal
2021994,detail,120,45,45,8,243000,299,UNIT,2217,26,0.1,34,31776.923076923078,Normal
2018135,detail,70,20,20,1,28000,16,UNIT,2158,41,0.1576923076923077,101,10876.923076923076,Fragile
2154871,detail,105,40,15,25,63000,107,UNIT,3444,5,0.019230769230769232,5,1211.5384615384614,Fragile
2170623,detail,80,15,15,10,18000,18,UNIT,3789,3,0.011538461538461539,3,207.69230769230768,Fragile
10048,detail,113,60,60,1,406800,355,UNIT,58,37,0.1423076923076923,54,84489.23076923077,Normal
378888,detail,190,140,85,1,2261000,1583,UNIT,1357,10,0.038461538461538464,10,86961.53846153847,Normal
2006302,detail,60,60,576,1,2073600,1555,UNIT,2091,39,0.15,51,406744.6153846154,Normal
232241,detail,230,70,71,1,1143100,2241,UNIT,379,79,0.3038461538461538,139,611118.8461538461,Normal
274570,detail,100,80,20,50,160000,116,UNIT,567,5,0.019230769230769232,73,44923.07692307692,Fragile
308859,detail,185,160,129,200,3818400,4293,UNIT,891,33,0.12692307692307692,75,1101461.5384615385,Normal
413424,detail,170,128,120,500,2611200,3652,UNIT,1668,47,0.18076923076923077,122,1225255.3846153845,Normal
366162,detail,30,30,5,1,4500,5,UNIT,1172,49,0.18846153846153846,144,2492.3076923076924,Fragile
2272060,detail,290,200,100,10,5800000,6230,UNIT,4938,1,0.015151515151515152,1,87878.78787878787,Heavy
2118937,detail,170,90,25,1,382500,76,UNIT,3123,135,0.5192307692307693,153,225086.53846153847,Fragile
2017052,detail,400,400,370,1,59200000,1156,UNIT,2153,226,0.8692307692307693,875,199230769.23076922,Normal
406660,detail,400,400,25,1,4000000,94,UNIT,1553,49,0.18846153846153846,72,1107692.3076923077,Fragile
7607,detail,32,5,16,1,2560,20,UNIT,41,4,0.015384615384615385,30,295.38461538461536,Fragile
315732,detail,155,155,100,50,2402500,580,UNIT,941,44,0.16923076923076924,84,776192.3076923077,Normal
2243833,detail,100,28,28,1,78400,184,UNIT,4701,45,0.17307692307692307,81,24424.615384615383,Fragile
2281083,detail,100,100,30,5,300000,53,UNIT,4969,8,0.03076923076923077,9,10384.615384615385,Fragile
2224232,detail,370,55,15,1,305250,121,UNIT,4455,58,0.2230769230769231,191,224241.34615384616,Fragile
2194682,detail,155,155,5,2,120125,323,UNIT,4075,86,0.33076923076923076,114,52670.192307692305,Normal
360058,detail,215,170,40,1,1462000,285,UNIT,1137,55,0.21153846153846154,64,359876.92307692306,Normal
2216093,detail,425,55,50,1,1168750,289,UNIT,4248,10,0.038461538461538464,20,89903.84615384616,Normal
2207452,detail,135,135,30,6,546750,208,UNIT,4198,758,2.9153846153846152,1421,2988199.0384615385,Normal
2213351,detail,390,295,100,1,11505000,1790,UNIT,4218,465,1.7884615384615385,782,34603500.0,Normal
7603,detail,32,5,16,1,2560,20,UNIT,37,5,0.019230769230769232,22,216.6153846153846,Fragile
2115933,detail,190,140,50,1,1330000,278,UNIT,3064,82,0.3153846153846154,83,424576.92307692306,Normal
2160032,detail,100,50,50,1,250000,50,UNIT,3656,12,0.046153846153846156,13,12500.0,Fragile
2069955,detail,510,400,170,1,34680000,7283,UNIT,2563,976,3.753846153846154,1287,171666000.0,Heavy
2122146,detail,120,40,15,25,72000,154,UNIT,3159,54,0.2076923076923077,112,31015.384615384617,Fragile
232228,detail,185,160,140,1,4144000,1220,UNIT,376,48,0.18461538461538463,75,1195384.6153846155,Normal
286804,detail,190,165,140,100,4389000,1550,UNIT,677,68,0.26153846153846155,172,2903492.3076923075,Normal
409216,detail,350,45,25,1,393750,207,UNIT,1600,890,3.423076923076923,2598,3934471.153846154,Normal
2159210,detail,215,205,53,1,2335975,537,UNIT,3581,13,0.05,13,116798.75,Normal
304899,detail,130,35,10,10,45500,10,UNIT,809,21,0.08076923076923077,28,4900.0,Fragile
2166106,detail,220,220,30,1,1452000,170,UNIT,3741,7,0.026923076923076925,7,39092.307692307695,Fragile
2288754,detail,220,130,130,1,3718000,1162,UNIT,5002,28,0.1076923076923077,33,471900.0,Normal
378548,detail,386,290,92,1,10298480,2792,UNIT,1346,32,0.12307692307692308,66,2614229.5384615385,Normal
237357,detail,80,60,55,100,264000,285,UNIT,406,57,0.21923076923076923,636,645784.6153846154,Normal
2258600,detail,95,55,20,2,104500,31,UNIT,4741,8,0.03076923076923077,7,2813.4615384615386,Fragile
