CODE_BARRE,NUM_ALVEOLE,LONGUEUR,LARGEUR,HAUTEUR,LIB_ALLEE,INDICE_COLONNE,LIB_COLONNE,LIB_NIVEAU,LIB_INDICE,COUT_EMPL,ID_GARE,Volume_Location,TYPE,Famille
AA-O1-01-A,0,2000,400,350,11,-1,6,0,A,0,GARENN,279999999,Dynamique colis,-1
12-06-00-A,0,2000,400,350,12,0,6,0,A,1,GARE04,280000000,Dynamique colis,0
12-06-00-B,0,2000,400,350,12,0,6,0,B,1,GARE04,280000000,Dynamique colis,0
12-06-00-C,0,2000,400,350,12,0,6,0,C,1,GARE04,280000000,Dynamique colis,0
12-06-01-A,0,2000,400,350,12,0,6,1,A,1,GARE04,280000000,Dynamique colis,0
12-06-01-B,0,2000,400,350,12,0,6,1,B,1,GARE04,280000000,Dynamique colis,0
12-06-01-C,0,2000,400,350,12,0,6,1,C,1,GARE04,280000000,Dynamique colis,0
12-06-02-A,0,2000,400,350,12,0,6,2,A,1,GARE04,280000000,Dynamique colis,0
12-06-02-B,0,2000,400,350,12,0,6,2,B,1,GARE04,280000000,Dynamique colis,0
12-06-02-C,0,2000,400,350,12,0,6,2,C,1,GARE04,280000000,Dynamique colis,0
12-06-03-A,0,2000,400,350,12,0,6,3,A,1,GARE04,280000000,Dynamique colis,0
12-06-03-B,0,2000,400,350,12,0,6,3,B,1,GARE04,280000000,Dynamique colis,0
12-06-03-C,0,2000,400,350,12,0,6,3,C,1,GARE04,280000000,Dynamique colis,0
12-07-00-A,0,2000,400,350,12,0,7,0,A,2,GARE04,280000000,Dynamique colis,0
12-07-00-B,0,2000,400,350,12,0,7,0,B,2,GARE04,280000000,Dynamique colis,0
12-07-00-C,0,2000,400,350,12,0,7,0,C,2,GARE04,280000000,Dynamique colis,0
12-07-01-A,0,2000,400,350,12,0,7,1,A,2,GARE04,280000000,Dynamique colis,0
12-07-01-B,0,2000,400,350,12,0,7,1,B,2,GARE04,280000000,Dynamique colis,0
12-07-01-C,0,2000,400,350,12,0,7,1,C,2,GARE04,280000000,Dynamique colis,0
12-07-02-A,0,2000,400,350,12,0,7,2,A,2,GARE04,280000000,Dynamique colis,0
12-07-02-C,0,2000,400,350,12,0,7,2,C,2,GARE04,280000000,Dynamique colis,0
12-07-03-A,0,2000,400,350,12,0,7,3,A,2,GARE04,280000000,Dynamique colis,0
12-07-03-B,0,2000,400,350,12,0,7,3,B,2,GARE04,280000000,Dynamique colis,0
12-07-03-C,0,2000,400,350,12,0,7,3,C,2,GARE04,280000000,Dynamique colis,0
12-08-00-A,0,2000,400,350,12,0,8,0,A,3,GARE04,280000000,Dynamique colis,0
12-08-00-B,0,2000,400,350,12,0,8,0,B,3,GARE04,280000000,Dynamique colis,0
12-08-00-C,0,2000,400,350,12,0,8,0,C,3,GARE04,280000000,Dynamique colis,0
12-08-01-A,0,2000,400,350,12,0,8,1,A,3,GARE04,280000000,Dynamique colis,0
12-08-01-B,0,2000,400,350,12,0,8,1,B,3,GARE04,280000000,Dynamique colis,0
12-08-01-C,0,2000,400,350,12,0,8,1,C,3,GARE04,280000000,Dynamique colis,0
12-08-02-A,0,2000,400,350,12,0,8,2,A,3,GARE04,280000000,Dynamique colis,0
12-09-00-A,0,2000,400,350,12,0,9,0,A,4,GARE04,280000000,Dynamique colis,0
12-09-00-B,0,2000,400,350,12,0,9,0,B,4,GARE04,280000000,Dynamique colis,0
12-09-00-C,0,2000,400,350,12,0,9,0,C,4,GARE04,280000000,Dynamique colis,0
12-09-01-A,0,2000,400,350,12,0,9,1,A,4,GARE04,280000000,Dynamique colis,0
12-09-01-B,0,2000,400,350,12,0,9,1,B,4,GARE04,280000000,Dynamique colis,0
12-09-02-A,0,2000,400,350,12,0,9,2,A,4,GARE04,280000000,Dynamique colis,0
12-09-02-B,0,2000,400,350,12,0,9,2,B,4,GARE04,280000000,Dynamique colis,0
12-10-00-A,0,2000,400,350,12,0,10,0,A,5,GARE04,280000000,Dynamique colis,0
12-10-00-B,0,2000,400,350,12,0,10,0,B,5,GARE04,280000000,Dynamique colis,0
12-10-00-C,0,2000,400,350,12,0,10,0,C,5,GARE04,280000000,Dynamique colis,0
12-10-01-A,0,2000,400,350,12,0,10,1,A,5,GARE04,280000000,Dynamique colis,0
12-10-01-B,0,2000,400,350,12,0,10,1,B,5,GARE04,280000000,Dynamique colis,0
12-10-02-A,0,2000,400,350,12,0,10,2,A,5,GARE04,280000000,Dynamique colis,0
12-10-02-B,0,2000,400,350,12,0,10,2,B,5,GARE04,280000000,Dynamique colis,0
12-11-00-A,0,2000,400,350,12,0,11,0,A,6,GARE04,280000000,Dynamique colis,0
12-11-00-B,0,2000,400,350,12,0,11,0,B,6,GARE04,280000000,Dynamique colis,0
12-11-00-C,0,2000,400,350,12,0,11,0,C,6,GARE04,280000000,Dynamique colis,0
12-11-01-A,0,2000,400,350,12,0,11,1,A,6,GARE04,280000000,Dynamique colis,0
12-11-01-B,0,2000,400,350,12,0,11,1,B,6,GARE04,280000000,Dynamique colis,0
12-11-02-A,0,2000,400,350,12,0,11,2,A,6,GARE04,280000000,Dynamique colis,0
12-11-02-B,0,2000,400,350,12,0,11,2,B,6,GARE04,280000000,Dynamique colis,0
12-12-00-A,0,2000,400,350,12,0,12,0,A,7,GARE04,280000000,Dynamique colis,0
12-12-00-B,0,2000,400,350,12,0,12,0,B,7,GARE04,280000000,Dynamique colis,0
12-12-00-C,0,2000,400,350,12,0,12,0,C,7,GARE04,280000000,Dynamique colis,0
12-12-01-A,0,2000,400,350,12,0,12,1,A,7,GARE04,280000000,Dynamique colis,0
12-12-01-B,0,2000,400,350,12,0,12,1,B,7,GARE04,280000000,Dynamique colis,0
12-12-01-C,0,2000,400,350,12,0,12,1,C,7,GARE04,280000000,Dynamique colis,0
12-12-02-A,0,2000,400,350,12,0,12,2,A,7,GARE04,280000000,Dynamique colis,0
12-12-02-B,0,2000,400,350,12,0,12,2,B,7,GARE04,280000000,Dynamique colis,0
12-12-02-C,0,2000,400,350,12,0,12,2,C,7,GARE04,280000000,Dynamique colis,0
12-13-00-A,0,2000,400,350,12,0,13,0,A,8,GARE04,280000000,Dynamique colis,0
12-13-00-B,0,2000,400,350,12,0,13,0,B,8,GARE04,280000000,Dynamique colis,0
12-13-00-C,0,2000,400,350,12,0,13,0,C,8,GARE04,280000000,Dynamique colis,0
12-13-01-A,0,2000,400,350,12,0,13,1,A,8,GARE04,280000000,Dynamique colis,0
12-13-01-B,0,2000,400,350,12,0,13,1,B,8,GARE04,280000000,Dynamique colis,0
12-13-01-C,0,2000,400,350,12,0,13,1,C,8,GARE04,280000000,Dynamique colis,0
12-13-02-A,0,2000,400,350,12,0,13,2,A,8,GARE04,280000000,Dynamique colis,0
12-13-02-B,0,2000,400,350,12,0,13,2,B,8,GARE04,280000000,Dynamique colis,0
12-13-02-C,0,2000,400,350,12,0,13,2,C,8,GARE04,280000000,Dynamique colis,0
12-14-01-A,0,2000,400,350,12,0,14,1,A,9,GARE04,280000000,Dynamique colis,0
12-14-01-B,0,2000,400,350,12,0,14,1,B,9,GARE04,280000000,Dynamique colis,0
12-14-01-C,0,2000,400,350,12,0,14,1,C,9,GARE04,280000000,Dynamique colis,0
12-14-02-A,0,2000,400,350,12,0,14,2,A,9,GARE04,280000000,Dynamique colis,0
12-14-02-B,0,2000,400,350,12,0,14,2,B,9,GARE04,280000000,Dynamique colis,0
12-14-02-C,0,2000,400,350,12,0,14,2,C,9,GARE04,280000000,Dynamique colis,0
12-15-00-A,0,2000,400,350,12,0,15,0,A,1,GARE05,280000000,Dynamique colis,0
12-15-00-B,0,2000,400,350,12,0,15,0,B,1,GARE05,280000000,Dynamique colis,0
12-15-01-A,0,2000,400,350,12,0,15,1,A,1,GARE05,280000000,Dynamique colis,0
12-15-01-B,0,2000,400,350,12,0,15,1,B,1,GARE05,280000000,Dynamique colis,0
12-15-01-C,0,2000,400,350,12,0,15,1,C,1,GARE05,280000000,Dynamique colis,0
12-15-02-A,0,2000,400,350,12,0,15,2,A,1,GARE05,280000000,Dynamique colis,0
12-15-02-B,0,2000,400,350,12,0,15,2,B,1,GARE05,280000000,Dynamique colis,0
12-15-02-C,0,2000,400,350,12,0,15,2,C,1,GARE05,280000000,Dynamique colis,0
12-16-01-A,0,2000,400,350,12,0,16,1,A,2,GARE05,280000000,Dynamique colis,0
12-16-01-B,0,2000,400,350,12,0,16,1,B,2,GARE05,280000000,Dynamique colis,0
12-16-01-C,0,2000,400,350,12,0,16,1,C,2,GARE05,280000000,Dynamique colis,0
12-16-02-A,0,2000,400,350,12,0,16,2,A,2,GARE05,280000000,Dynamique colis,0
12-16-02-B,0,2000,400,350,12,0,16,2,B,2,GARE05,280000000,Dynamique colis,0
12-16-02-C,0,2000,400,350,12,0,16,2,C,2,GARE05,280000000,Dynamique colis,0
12-17-00-A,0,2000,400,350,12,0,17,0,A,3,GARE05,280000000,Dynamique colis,0
12-17-00-B,0,2000,400,350,12,0,17,0,B,3,GARE05,280000000,Dynamique colis,0
12-17-00-C,0,2000,400,350,12,0,17,0,C,3,GARE05,280000000,Dynamique colis,0
12-17-01-A,0,2000,400,350,12,0,17,1,A,3,GARE05,280000000,Dynamique colis,0
12-17-01-B,0,2000,400,350,12,0,17,1,B,3,GARE05,280000000,Dynamique colis,0
12-17-01-C,0,2000,400,350,12,0,17,1,C,3,GARE05,280000000,Dynamique colis,0
12-17-02-A,0,2000,400,350,12,0,17,2,A,3,GARE05,280000000,Dynamique colis,0
12-17-02-C,0,2000,400,350,12,0,17,2,C,3,GARE05,280000000,Dynamique colis,0
12-18-00-A,0,2000,400,350,12,0,18,0,A,4,GARE05,280000000,Dynamique colis,0
12-18-00-B,0,2000,400,350,12,0,18,0,B,4,GARE05,280000000,Dynamique colis,0
12-18-00-C,0,2000,400,350,12,0,18,0,C,4,GARE05,280000000,Dynamique colis,0
12-18-01-A,0,2000,400,350,12,0,18,1,A,4,GARE05,280000000,Dynamique colis,0
12-18-01-B,0,2000,400,350,12,0,18,1,B,4,GARE05,280000000,Dynamique colis,0
12-18-01-C,0,2000,400,350,12,0,18,1,C,4,GARE05,280000000,Dynamique colis,0
12-18-02-A,0,2000,400,350,12,0,18,2,A,4,GARE05,280000000,Dynamique colis,0
12-18-02-B,0,2000,400,350,12,0,18,2,B,4,GARE05,280000000,Dynamique colis,0
12-18-02-C,0,2000,400,350,12,0,18,2,C,4,GARE05,280000000,Dynamique colis,0
12-19-00-A,0,2000,400,350,12,0,19,0,A,5,GARE05,280000000,Dynamique colis,0
12-19-00-B,0,2000,400,350,12,0,19,0,B,5,GARE05,280000000,Dynamique colis,0
12-19-01-A,0,2000,400,350,12,0,19,1,A,5,GARE05,280000000,Dynamique colis,0
12-19-01-B,0,2000,400,350,12,0,19,1,B,5,GARE05,280000000,Dynamique colis,0
12-19-01-C,0,2000,400,350,12,0,19,1,C,5,GARE05,280000000,Dynamique colis,0
12-19-02-A,0,2000,400,350,12,0,19,2,A,5,GARE05,280000000,Dynamique colis,0
12-19-02-B,0,2000,400,350,12,0,19,2,B,5,GARE05,280000000,Dynamique colis,0
12-19-02-C,0,2000,400,350,12,0,19,2,C,5,GARE05,280000000,Dynamique colis,0
12-20-00-A,0,2000,400,350,12,0,20,0,A,6,GARE05,280000000,Dynamique colis,0
12-20-00-C,0,2000,400,350,12,0,20,0,C,6,GARE05,280000000,Dynamique colis,0
12-20-01-A,0,2000,400,350,12,0,20,1,A,6,GARE05,280000000,Dynamique colis,0
12-20-01-B,0,2000,400,350,12,0,20,1,B,6,GARE05,280000000,Dynamique colis,0
12-20-01-C,0,2000,400,350,12,0,20,1,C,6,GARE05,280000000,Dynamique colis,0
12-20-02-A,0,2000,400,350,12,0,20,2,A,6,GARE05,280000000,Dynamique colis,0
12-20-02-B,0,2000,400,350,12,0,20,2,B,6,GARE05,280000000,Dynamique colis,0
12-21-00-A,0,2000,400,350,12,0,21,0,A,7,GARE05,280000000,Dynamique colis,0
12-21-00-C,0,2000,400,350,12,0,21,0,C,7,GARE05,280000000,Dynamique colis,0
12-21-01-A,0,2000,400,350,12,0,21,1,A,7,GARE05,280000000,Dynamique colis,0
12-21-01-B,0,2000,400,350,12,0,21,1,B,7,GARE05,280000000,Dynamique colis,0
12-21-01-C,0,2000,400,350,12,0,21,1,C,7,GARE05,280000000,Dynamique colis,0
12-21-02-A,0,2000,400,350,12,0,21,2,A,7,GARE05,280000000,Dynamique colis,0
12-21-02-B,0,2000,400,350,12,0,21,2,B,7,GARE05,280000000,Dynamique colis,0
12-21-02-C,0,2000,400,350,12,0,21,2,C,7,GARE05,280000000,Dynamique colis,0
12-21-03-A,0,2000,400,350,12,0,21,3,A,7,GARE05,280000000,Dynamique colis,0
12-21-03-B,0,2000,400,350,12,0,21,3,B,7,GARE05,280000000,Dynamique colis,0
12-21-03-C,0,2000,400,350,12,0,21,3,C,7,GARE05,280000000,Dynamique colis,0
12-22-00-B,0,2000,400,350,12,0,22,0,B,8,GARE05,280000000,Dynamique colis,0
12-22-00-C,0,2000,400,350,12,0,22,0,C,8,GARE05,280000000,Dynamique colis,0
12-22-01-A,0,2000,400,350,12,0,22,1,A,8,GARE05,280000000,Dynamique colis,0
12-22-01-B,0,2000,400,350,12,0,22,1,B,8,GARE05,280000000,Dynamique colis,0
12-22-01-C,0,2000,400,350,12,0,22,1,C,8,GARE05,280000000,Dynamique colis,0
12-22-02-A,0,2000,400,350,12,0,22,2,A,8,GARE05,280000000,Dynamique colis,0
12-22-02-B,0,2000,400,350,12,0,22,2,B,8,GARE05,280000000,Dynamique colis,0
12-22-02-C,0,2000,400,350,12,0,22,2,C,8,GARE05,280000000,Dynamique colis,0
12-22-03-A,0,2000,400,350,12,0,22,3,A,8,GARE05,280000000,Dynamique colis,0
12-22-03-B,0,2000,400,350,12,0,22,3,B,8,GARE05,280000000,Dynamique colis,0
12-22-03-C,0,2000,400,350,12,0,22,3,C,8,GARE05,280000000,Dynamique colis,0
12-23-00-A,0,2000,400,350,12,0,23,0,A,1,GARE06,280000000,Dynamique colis,0
12-23-00-B,0,2000,400,350,12,0,23,0,B,1,GARE06,280000000,Dynamique colis,0
12-23-01-A,0,2000,400,350,12,0,23,1,A,1,GARE06,280000000,Dynamique colis,0
12-23-01-B,0,2000,400,350,12,0,23,1,B,1,GARE06,280000000,Dynamique colis,0
12-23-01-C,0,2000,400,350,12,0,23,1,C,1,GARE06,280000000,Dynamique colis,0
12-23-02-A,0,2000,400,350,12,0,23,2,A,1,GARE06,280000000,Dynamique colis,0
12-23-02-B,0,2000,400,350,12,0,23,2,B,1,GARE06,280000000,Dynamique colis,0
12-23-02-C,0,2000,400,350,12,0,23,2,C,1,GARE06,280000000,Dynamique colis,0
12-23-03-A,0,2000,400,350,12,0,23,3,A,1,GARE06,280000000,Dynamique colis,0
12-23-03-B,0,2000,400,350,12,0,23,3,B,1,GARE06,280000000,Dynamique colis,0
12-23-03-C,0,2000,400,350,12,0,23,3,C,1,GARE06,280000000,Dynamique colis,0
12-24-00-A,0,2000,400,350,12,0,24,0,A,2,GARE06,280000000,Dynamique colis,0
12-24-00-B,0,2000,400,350,12,0,24,0,B,2,GARE06,280000000,Dynamique colis,0
12-24-00-C,0,2000,400,350,12,0,24,0,C,2,GARE06,280000000,Dynamique colis,0
12-24-01-A,0,2000,400,350,12,0,24,1,A,2,GARE06,280000000,Dynamique colis,0
12-24-01-B,0,2000,400,350,12,0,24,1,B,2,GARE06,280000000,Dynamique colis,0
12-24-01-C,0,2000,400,350,12,0,24,1,C,2,GARE06,280000000,Dynamique colis,0
12-24-02-A,0,2000,400,350,12,0,24,2,A,2,GARE06,280000000,Dynamique colis,0
12-24-02-B,0,2000,400,350,12,0,24,2,B,2,GARE06,280000000,Dynamique colis,0
12-24-02-C,0,2000,400,350,12,0,24,2,C,2,GARE06,280000000,Dynamique colis,0
12-24-03-A,0,2000,400,350,12,0,24,3,A,2,GARE06,280000000,Dynamique colis,0
12-24-03-B,0,2000,400,350,12,0,24,3,B,2,GARE06,280000000,Dynamique colis,0
12-24-03-C,0,2000,400,350,12,0,24,3,C,2,GARE06,280000000,Dynamique colis,0
12-25-00-A,0,2000,400,350,12,0,25,0,A,3,GARE06,280000000,Dynamique colis,0
12-25-00-B,0,2000,400,350,12,0,25,0,B,3,GARE06,280000000,Dynamique colis,0
12-25-00-C,0,2000,400,350,12,0,25,0,C,3,GARE06,280000000,Dynamique colis,0
12-25-01-A,0,2000,400,350,12,0,25,1,A,3,GARE06,280000000,Dynamique colis,0
12-25-01-B,0,2000,400,350,12,0,25,1,B,3,GARE06,280000000,Dynamique colis,0
12-25-01-C,0,2000,400,350,12,0,25,1,C,3,GARE06,280000000,Dynamique colis,0
12-25-02-A,0,2000,400,350,12,0,25,2,A,3,GARE06,280000000,Dynamique colis,0
12-25-02-B,0,2000,400,350,12,0,25,2,B,3,GARE06,280000000,Dynamique colis,0
12-25-02-C,0,2000,400,350,12,0,25,2,C,3,GARE06,280000000,Dynamique colis,0
12-26-00-A,0,2000,400,350,12,0,26,0,A,4,GARE06,280000000,Dynamique colis,0
12-26-00-B,0,2000,400,350,12,0,26,0,B,4,GARE06,280000000,Dynamique colis,0
12-26-00-C,0,2000,400,350,12,0,26,0,C,4,GARE06,280000000,Dynamique colis,0
12-26-01-A,0,2000,400,350,12,0,26,1,A,4,GARE06,280000000,Dynamique colis,0
12-26-01-B,0,2000,400,350,12,0,26,1,B,4,GARE06,280000000,Dynamique colis,0
12-26-02-A,0,2000,400,350,12,0,26,2,A,4,GARE06,280000000,Dynamique colis,0
12-26-02-B,0,2000,400,350,12,0,26,2,B,4,GARE06,280000000,Dynamique colis,0
12-27-00-A,0,2000,400,350,12,0,27,0,A,5,GARE06,280000000,Dynamique colis,0
12-27-00-B,0,2000,400,350,12,0,27,0,B,5,GARE06,280000000,Dynamique colis,0
12-27-00-C,0,2000,400,350,12,0,27,0,C,5,GARE06,280000000,Dynamique colis,0
12-27-01-A,0,2000,400,350,12,0,27,1,A,5,GARE06,280000000,Dynamique colis,0
12-27-01-B,0,2000,400,350,12,0,27,1,B,5,GARE06,280000000,Dynamique colis,0
12-27-02-A,0,2000,400,350,12,0,27,2,A,5,GARE06,280000000,Dynamique colis,0
12-27-02-B,0,2000,400,350,12,0,27,2,B,5,GARE06,280000000,Dynamique colis,0
12-27-02-C,0,2000,400,350,12,0,27,2,C,5,GARE06,280000000,Dynamique colis,0
12-28-00-A,0,2000,400,350,12,0,28,0,A,6,GARE06,280000000,Dynamique colis,0
12-28-00-B,0,2000,400,350,12,0,28,0,B,6,GARE06,280000000,Dynamique colis,0
12-28-01-A,0,2000,400,350,12,0,28,1,A,6,GARE06,280000000,Dynamique colis,0
12-28-01-C,0,2000,400,350,12,0,28,1,C,6,GARE06,280000000,Dynamique colis,0
12-28-02-A,0,2000,400,350,12,0,28,2,A,6,GARE06,280000000,Dynamique colis,0
12-28-02-B,0,2000,400,350,12,0,28,2,B,6,GARE06,280000000,Dynamique colis,0
12-28-02-C,0,2000,400,350,12,0,28,2,C,6,GARE06,280000000,Dynamique colis,0
12-29-00-A,0,2000,400,350,12,0,29,0,A,7,GARE06,280000000,Dynamique colis,0
12-29-00-B,0,2000,400,350,12,0,29,0,B,7,GARE06,280000000,Dynamique colis,0
12-29-01-A,0,2000,400,350,12,0,29,1,A,7,GARE06,280000000,Dynamique colis,0
12-29-01-B,0,2000,400,350,12,0,29,1,B,7,GARE06,280000000,Dynamique colis,0
12-29-01-C,0,2000,400,350,12,0,29,1,C,7,GARE06,280000000,Dynamique colis,0
12-29-02-A,0,2000,400,350,12,0,29,2,A,7,GARE06,280000000,Dynamique colis,0
12-29-02-B,0,2000,400,350,12,0,29,2,B,7,GARE06,280000000,Dynamique colis,0
12-29-02-C,0,2000,400,350,12,0,29,2,C,7,GARE06,280000000,Dynamique colis,0
12-30-00-B,0,2000,400,350,12,0,30,0,B,8,GARE06,280000000,Dynamique colis,0
12-30-00-C,0,2000,400,350,12,0,30,0,C,8,GARE06,280000000,Dynamique colis,0
12-30-01-A,0,2000,400,350,12,0,30,1,A,8,GARE06,280000000,Dynamique colis,0
12-30-01-B,0,2000,400,350,12,0,30,1,B,8,GARE06,280000000,Dynamique colis,0
12-30-01-C,0,2000,400,350,12,0,30,1,C,8,GARE06,280000000,Dynamique colis,0
12-30-02-A,0,2000,400,350,12,0,30,2,A,8,GARE06,280000000,Dynamique colis,0
12-30-02-B,0,2000,400,350,12,0,30,2,B,8,GARE06,280000000,Dynamique colis,0
12-30-02-C,0,2000,400,350,12,0,30,2,C,8,GARE06,280000000,Dynamique colis,0
12-31-01-A,0,2000,400,350,12,0,31,1,A,1,GARE07,280000000,Dynamique colis,0
12-31-01-B,0,2000,400,350,12,0,31,1,B,1,GARE07,280000000,Dynamique colis,0
12-31-01-C,0,2000,400,350,12,0,31,1,C,1,GARE07,280000000,Dynamique colis,0
12-31-02-A,0,2000,400,350,12,0,31,2,A,1,GARE07,280000000,Dynamique colis,0
12-31-02-B,0,2000,400,350,12,0,31,2,B,1,GARE07,280000000,Dynamique colis,0
12-31-02-C,0,2000,400,350,12,0,31,2,C,1,GARE07,280000000,Dynamique colis,0
12-32-00-A,0,2000,400,350,12,0,32,0,A,2,GARE07,280000000,Dynamique colis,0
12-32-00-B,0,2000,400,350,12,0,32,0,B,2,GARE07,280000000,Dynamique colis,0
12-32-00-C,0,2000,400,350,12,0,32,0,C,2,GARE07,280000000,Dynamique colis,0
12-32-01-A,0,2000,400,350,12,0,32,1,A,2,GARE07,280000000,Dynamique colis,0
12-32-01-B,0,2000,400,350,12,0,32,1,B,2,GARE07,280000000,Dynamique colis,0
12-32-01-C,0,2000,400,350,12,0,32,1,C,2,GARE07,280000000,Dynamique colis,0
12-32-02-A,0,2000,400,350,12,0,32,2,A,2,GARE07,280000000,Dynamique colis,0
12-32-02-B,0,2000,400,350,12,0,32,2,B,2,GARE07,280000000,Dynamique colis,0
12-32-02-C,0,2000,400,350,12,0,32,2,C,2,GARE07,280000000,Dynamique colis,0
12-33-00-A,0,2000,400,350,12,0,33,0,A,3,GARE07,280000000,Dynamique colis,0
12-33-00-B,0,2000,400,350,12,0,33,0,B,3,GARE07,280000000,Dynamique colis,0
12-33-01-A,0,2000,400,350,12,0,33,1,A,3,GARE07,280000000,Dynamique colis,0
12-33-01-B,0,2000,400,350,12,0,33,1,B,3,GARE07,280000000,Dynamique colis,0
12-33-01-C,0,2000,400,350,12,0,33,1,C,3,GARE07,280000000,Dynamique colis,0
12-33-02-A,0,2000,400,350,12,0,33,2,A,3,GARE07,280000000,Dynamique colis,0
12-33-02-B,0,2000,400,350,12,0,33,2,B,3,GARE07,280000000,Dynamique colis,0
12-33-02-C,0,2000,400,350,12,0,33,2,C,3,GARE07,280000000,Dynamique colis,0
12-34-00-A,0,2000,400,350,12,0,34,0,A,4,GARE07,280000000,Dynamique colis,0
12-34-00-B,0,2000,400,350,12,0,34,0,B,4,GARE07,280000000,Dynamique colis,0
12-34-01-A,0,2000,400,350,12,0,34,1,A,4,GARE07,280000000,Dynamique colis,0
12-34-01-B,0,2000,400,350,12,0,34,1,B,4,GARE07,280000000,Dynamique colis,0
12-34-01-C,0,2000,400,350,12,0,34,1,C,4,GARE07,280000000,Dynamique colis,0
12-34-02-A,0,2000,400,350,12,0,34,2,A,4,GARE07,280000000,Dynamique colis,0
12-34-02-B,0,2000,400,350,12,0,34,2,B,4,GARE07,280000000,Dynamique colis,0
12-34-02-C,0,2000,400,350,12,0,34,2,C,4,GARE07,280000000,Dynamique colis,0
12-35-00-A,0,2000,400,350,12,0,35,0,A,5,GARE07,280000000,Dynamique colis,0
12-35-00-B,0,2000,400,350,12,0,35,0,B,5,GARE07,280000000,Dynamique colis,0
12-35-01-B,0,2000,400,350,12,0,35,1,B,5,GARE07,280000000,Dynamique colis,0
12-35-01-C,0,2000,400,350,12,0,35,1,C,5,GARE07,280000000,Dynamique colis,0
12-35-02-A,0,2000,400,350,12,0,35,2,A,5,GARE07,280000000,Dynamique colis,0
12-35-02-B,0,2000,400,350,12,0,35,2,B,5,GARE07,280000000,Dynamique colis,0
12-35-02-C,0,2000,400,350,12,0,35,2,C,5,GARE07,280000000,Dynamique colis,0
13-01-00-A,0,2000,400,350,13,0,1,0,A,1,GARE16,280000000,Dynamique colis,0
13-01-00-B,0,2000,400,350,13,0,1,0,B,1,GARE16,280000000,Dynamique colis,0
13-01-00-C,0,2000,400,350,13,0,1,0,C,1,GARE16,280000000,Dynamique colis,0
13-01-01-A,0,2000,400,350,13,0,1,1,A,1,GARE16,280000000,Dynamique colis,0
13-01-01-B,0,2000,400,350,13,0,1,1,B,1,GARE16,280000000,Dynamique colis,0
13-01-01-C,0,2000,400,350,13,0,1,1,C,1,GARE16,280000000,Dynamique colis,0
13-01-02-A,0,2000,400,350,13,0,1,2,A,1,GARE16,280000000,Dynamique colis,0
13-01-02-B,0,2000,400,350,13,0,1,2,B,1,GARE16,280000000,Dynamique colis,0
13-01-02-C,0,2000,400,350,13,0,1,2,C,1,GARE16,280000000,Dynamique colis,0
13-02-00-A,0,2000,400,350,13,0,2,0,A,2,GARE16,280000000,Dynamique colis,0
13-02-00-B,0,2000,400,350,13,0,2,0,B,2,GARE16,280000000,Dynamique colis,0
13-02-00-C,0,2000,400,350,13,0,2,0,C,2,GARE16,280000000,Dynamique colis,0
13-02-01-A,0,2000,400,350,13,0,2,1,A,2,GARE16,280000000,Dynamique colis,0
13-02-01-B,0,2000,400,350,13,0,2,1,B,2,GARE16,280000000,Dynamique colis,0
13-02-01-C,0,2000,400,350,13,0,2,1,C,2,GARE16,280000000,Dynamique colis,0
13-02-02-A,0,2000,400,350,13,0,2,2,A,2,GARE16,280000000,Dynamique colis,0
13-02-02-B,0,2000,400,350,13,0,2,2,B,2,GARE16,280000000,Dynamique colis,0
13-02-02-C,0,2000,400,350,13,0,2,2,C,2,GARE16,280000000,Dynamique colis,0
13-03-00-A,0,2000,400,350,13,0,3,0,A,3,GARE16,280000000,Dynamique colis,0
13-03-00-B,0,2000,400,350,13,0,3,0,B,3,GARE16,280000000,Dynamique colis,0
13-03-00-C,0,2000,400,350,13,0,3,0,C,3,GARE16,280000000,Dynamique colis,0
13-03-01-A,0,2000,400,350,13,0,3,1,A,3,GARE16,280000000,Dynamique colis,0
13-03-01-B,0,2000,400,350,13,0,3,1,B,3,GARE16,280000000,Dynamique colis,0
13-03-02-A,0,2000,400,350,13,0,3,2,A,3,GARE16,280000000,Dynamique colis,0
13-03-02-B,0,2000,400,350,13,0,3,2,B,3,GARE16,280000000,Dynamique colis,0
13-03-02-C,0,2000,400,350,13,0,3,2,C,3,GARE16,280000000,Dynamique colis,0
13-04-00-A,0,2000,400,350,13,0,4,0,A,4,GARE16,280000000,Dynamique colis,0
13-04-00-B,0,2000,400,350,13,0,4,0,B,4,GARE16,280000000,Dynamique colis,0
13-04-00-C,0,2000,400,350,13,0,4,0,C,4,GARE16,280000000,Dynamique colis,0
13-04-01-A,0,2000,400,350,13,0,4,1,A,4,GARE16,280000000,Dynamique colis,0
13-04-01-B,0,2000,400,350,13,0,4,1,B,4,GARE16,280000000,Dynamique colis,0
13-04-01-C,0,2000,400,350,13,0,4,1,C,4,GARE16,280000000,Dynamique colis,0
13-04-02-A,0,2000,400,350,13,0,4,2,A,4,GARE16,280000000,Dynamique colis,0
13-04-02-B,0,2000,400,350,13,0,4,2,B,4,GARE16,280000000,Dynamique colis,0
13-04-02-C,0,2000,400,350,13,0,4,2,C,4,GARE16,280000000,Dynamique colis,0
13-05-01-A,0,2000,400,350,13,0,5,1,A,5,GARE16,280000000,Dynamique colis,0
