ID_Product,LONG,LARG,HAUT,POIDS,Volume_Product,PREP,QTE,Famille,Algo
305797,420,390,20,2260,3276000,detail,1,0,2
366162,30,30,5,5,4500,detail,1,0,2
2272060,290,200,100,6230,5800000,detail,10,0,2
354675,100,50,30,45,150000,detail,1,0,2
219036,179,169,132,2770,3993132,detail,500,0,2
7293,32,8,16,29,4096,detail,1,0,2
3551,60,30,30,65,54000,detail,1,0,2
320268,495,392,124,2300,24060960,detail,1,0,2
352470,50,20,5,19,5000,detail,1,0,2
349437,25,25,1,2,625,detail,1,0,2
2118937,170,90,25,76,382500,detail,1,0,2
325720,125,41,5,36,25625,detail,1,0,2
259759,415,110,55,2456,2510750,detail,10,0,2
327131,60,30,30,15,54000,detail,1,0,2
2183801,100,60,10,64,60000,detail,1,0,2
2015439,425,55,45,463,1051875,detail,1,0,2
39486,515,55,55,659,1557875,detail,1,0,2
287427,490,355,130,1925,22613500,detail,1,0,2
417646,230,140,75,780,2415000,detail,1,0,2
218278,88,57,27,82,135432,detail,1,0,2
2017052,400,400,370,1156,59200000,detail,1,0,2
50765,65,30,1,3,1950,detail,1,0,2
3061739,250,150,50,435,1875000,detail,1,0,2
413600,190,140,105,305,2793000,detail,1,0,2
2316583,65,50,40,22,130000,detail,1,0,2
3526407,190,140,110,2233,2926000,detail,250,0,2
358172,75,75,1,1,5625,detail,1,0,2
203286,40,27,2,5,2160,detail,1,0,2
406660,400,400,25,94,4000000,detail,1,0,2
2015551,150,145,80,433,1740000,detail,1,0,2
352471,20,20,10,52,4000,detail,1,0,2
358017,167,95,33,640,523545,detail,1,0,2
326144,25,12,12,1,3600,detail,1,0,2
326102,263,133,55,155,1923845,detail,1,0,2
2122288,580,85,85,2547,4190500,detail,1,0,2
833,23,5,5,2,575,detail,1,0,2
2021799,380,285,180,2000,19494000,detail,1,0,2
3454514,65,55,20,795,71500,detail,20,0,2
259568,495,114,22,1815,1241460,detail,1,0,2
369264,140,125,116,3740,2030000,detail,100,0,2
280522,70,30,2,3,4200,detail,1,0,2
216441,162,120,55,1288,1069200,detail,20,0,2
7312,32,8,16,29,4096,detail,1,0,2
247853,385,295,180,6165,20443500,detail,900,0,2
3416676,325,390,130,4800,16477500,detail,1,0,2
202347,215,78,41,415,687570,detail,20,0,2
319028,65,45,15,23,43875,detail,1,0,2
2042701,190,140,65,1432,1729000,detail,36,0,2
362270,260,5,5,51,6500,detail,1,0,2
2099413,280,50,10,187,140000,detail,5,0,2
3413136,300,230,60,70,4140000,detail,1,0,2
369934,570,58,58,1148,1917480,detail,1,0,2
2049377,85,5,5,8,2125,detail,1,0,2
339031,530,50,45,1123,1192500,detail,1,0,2
7607,32,5,16,20,2560,detail,1,0,2
3447916,175,114,85,2452,1695750,detail,500,0,2
256949,156,87,77,991,1045044,detail,250,0,2
370381,523,54,56,733,1581552,detail,1,0,2
367346,135,35,35,219,165375,detail,1,0,2
315732,155,155,100,580,2402500,detail,50,0,2
278388,68,44,44,26,131648,detail,1,0,2
337086,331,10,10,135,33100,detail,1,0,2
2066675,225,25,25,153,140625,detail,1,0,2
369947,635,155,155,5643,15255875,detail,1,0,2
244081,77,77,73,210,432817,detail,1,0,2
3549367,45,40,20,86,36000,detail,1,0,2
45968,125,35,35,301,153125,detail,1,0,2
3062920,280,125,80,935,2800000,detail,100,0,2
375654,170,150,120,3264,3060000,detail,500,0,2
207787,130,74,55,948,529100,detail,1,0,2
2088673,430,135,155,3065,8997750,detail,1,0,2
326077,48,18,23,188,19872,detail,1,0,2
305063,80,60,55,138,264000,detail,1,0,2
2243833,100,28,28,184,78400,detail,1,0,2
330074,22,14,4,3,1232,detail,1,0,2
222015,240,35,2,68,16800,detail,1,0,2
221358,55,55,20,138,60500,detail,1,0,2
2229843,160,125,90,1856,1800000,detail,250,0,2
202657,164,26,30,95,127920,detail,1,0,2
2098131,425,65,65,805,1795625,detail,1,0,2
409295,230,75,75,1323,1293750,detail,1,0,2
2281083,100,100,30,53,300000,detail,5,0,2
2224232,370,55,15,121,305250,detail,1,0,2
9355,220,13,10,10,28600,detail,1,0,2
290678,164,127,127,1899,2645156,detail,100,0,2
2206667,485,395,145,2347,27778375,detail,1,0,2
2194682,155,155,5,323,120125,detail,2,0,2
3518931,455,105,105,2805,5016375,detail,4,0,2
360058,215,170,40,285,1462000,detail,1,0,2
2268925,145,150,110,3290,2392500,detail,200,0,2
47080,35,35,5,2,6125,detail,1,0,2
3065256,190,25,25,206,118750,detail,1,0,2
341471,130,65,60,71,507000,detail,1,0,2
3515431,300,200,90,9495,5400000,detail,150,0,2
208186,23,22,3,4,1518,detail,1,0,2
327203,45,8,9,15,3240,detail,1,0,2
357658,15,8,8,3,960,detail,1,0,2
370350,400,40,40,435,640000,detail,1,0,2
305999,600,400,140,2547,33600000,detail,1,0,2
2216093,425,55,50,289,1168750,detail,1,0,2
3420289,463,285,164,100,21640620,detail,1,0,2
2042730,90,75,55,264,371250,detail,1,0,2
3448899,530,100,75,5557,3975000,detail,5,0,2
2207452,135,135,30,208,546750,detail,6,0,2
415120,150,90,85,303,1147500,detail,1,0,2
276312,237,125,67,969,1984875,detail,1,0,2
207956,18,10,10,5,1800,detail,1,0,2
2030459,360,312,5,1467,561600,detail,1,0,2
3706,34,33,14,7,15708,detail,1,0,2
2074629,95,35,35,62,116375,detail,1,0,2
2213351,390,295,100,1790,11505000,detail,1,0,2
3062157,382,366,136,1385,19014432,detail,30,0,2
7603,32,5,16,20,2560,detail,1,0,2
372222,150,120,50,63,900000,detail,10,0,2
2842,240,165,55,640,2178000,detail,1,0,2
377338,635,155,155,5790,15255875,detail,1,0,2
207333,286,286,2,143,163592,detail,1,0,2
343197,50,50,5,15,12500,detail,1,0,2
274584,100,80,40,453,320000,detail,10,0,2
2115933,190,140,50,278,1330000,detail,1,0,2
3527052,190,140,110,3565,2926000,detail,250,0,2
304481,390,365,110,3450,15658500,detail,1,0,2
392651,390,240,85,787,7956000,detail,1,0,2
320170,138,62,29,106,248124,detail,1,0,2
2160032,100,50,50,50,250000,detail,1,0,2
2069955,510,400,170,7283,34680000,detail,1,0,2
308800,285,295,188,4860,15806100,detail,1,0,2
327018,68,12,12,14,9792,detail,1,0,2
3425223,155,105,105,2008,1708875,detail,1,0,2
2122146,120,40,15,154,72000,detail,25,0,2
232228,185,160,140,1220,4144000,detail,1,0,2
2089826,105,95,90,310,897750,detail,1,0,2
286804,190,165,140,1550,4389000,detail,100,0,2
202513,70,70,20,294,98000,detail,1,0,2
31271,5,5,5,6,125,detail,1,0,2
349937,120,17,7,114,14280,detail,1,0,2
255151,170,130,115,2110,2541500,detail,250,0,2
3536781,300,200,100,10297,6000000,detail,80,0,2
221325,30,5,5,5,750,detail,1,0,2
2088665,425,85,75,1561,2709375,detail,1,0,2
327907,100,90,40,62,360000,detail,1,0,2
305141,45,45,10,21,20250,detail,1,0,2
326006,166,105,23,88,400890,detail,1,0,2
2097383,205,60,60,194,738000,detail,1,0,2
410113,225,65,65,2014,950625,detail,24,0,2
285491,211,22,22,196,102124,detail,1,0,2
2159718,145,140,85,433,1725500,detail,1,0,2
409216,350,45,25,207,393750,detail,1,0,2
95617,128,113,46,972,665344,detail,10,0,2
2159210,215,205,53,537,2335975,detail,1,0,2
407959,395,360,105,2476,14931000,detail,1,0,2
304899,130,35,10,10,45500,detail,10,0,2
2166106,220,220,30,170,1452000,detail,1,0,2
325151,230,75,44,103,759000,detail,1,0,2
236339,50,10,10,31,5000,detail,1,0,2
318975,5,3,3,2,45,detail,1,0,2
282173,30,20,10,30,6000,detail,1,0,2
252555,580,46,50,1875,1334000,detail,1,0,2
370509,163,130,60,603,1271400,detail,100,0,2
241541,60,20,20,35,24000,detail,1,0,2
370332,582,48,47,1303,1312992,detail,1,0,2
2288754,220,130,130,1162,3718000,detail,1,0,2
319835,100,80,25,20,200000,detail,1,0,2
233504,104,86,43,1,384592,detail,1,0,2
319247,80,80,10,40,64000,detail,1,0,2
286370,635,155,155,5132,15255875,detail,1,0,2
378548,386,290,92,2792,10298480,detail,1,0,2
282247,45,45,25,32,50625,detail,1,0,2
2104235,598,135,105,6501,8476650,detail,4,0,2
307195,370,60,15,280,333000,detail,1,0,2
2037022,220,35,20,71,154000,detail,1,0,2
207367,18,18,10,9,3240,detail,1,0,2
237357,80,60,55,285,264000,detail,100,0,2
2258600,95,55,20,31,104500,detail,2,0,2
30266,173,44,36,97,274032,detail,1,0,2
3060590,61,59,35,73,125965,detail,1,0,2
89227,194,95,97,2788,1787710,detail,100,0,2
244070,60,60,20,17,72000,detail,1,0,2
275628,17,10,5,5,850,detail,1,0,2
2154911,115,45,15,129,77625,detail,25,0,2
2119272,160,120,55,265,1056000,detail,1,0,2
2143270,110,55,2,1,12100,detail,1,0,2
382944,185,140,110,1150,2849000,detail,10,0,2
3537773,399,299,100,810,11930100,detail,1,0,2
7566,32,5,16,20,2560,detail,1,0,2
376591,120,120,5,142,72000,detail,1,0,2
3060858,163,16,16,125,41728,detail,1,0,2
4927,105,50,50,271,262500,detail,1,0,2
242638,78,57,22,333,97812,detail,100,0,2
68130,304,192,93,1180,5428224,detail,1,0,2
370020,285,285,80,698,6498000,detail,1,0,2
373320,150,70,70,1218,735000,detail,1,0,2
2224244,350,43,43,968,647150,detail,8,0,2
2117892,355,355,5,1322,630125,detail,1,0,2
2151841,80,60,55,344,264000,detail,1,0,2
3423987,150,100,20,216,300000,detail,1,0,2
375097,190,140,110,2508,2926000,detail,500,0,2
3482079,278,120,160,4650,5337600,detail,500,0,2
331138,79,19,5,198,7505,detail,1,0,2
203235,140,90,90,241,1134000,detail,1,0,2
244167,45,45,25,15,50625,detail,1,0,2
3558388,185,135,105,2570,2622375,detail,500,0,2
203159,41,40,30,69,49200,detail,1,0,2
202484,25,10,10,5,2500,detail,1,0,2
218251,54,10,10,9,5400,detail,1,0,2
329166,35,10,10,27,3500,detail,1,0,2
208110,15,15,8,2,1800,detail,1,0,2
2173065,280,125,80,2221,2800000,detail,75,0,2
2073246,115,32,32,200,117760,detail,20,0,2
2042316,240,165,80,372,3168000,detail,1,0,2
325316,20,20,4,8,1600,detail,1,0,2
225801,122,72,83,500,729072,detail,1,0,2
3316,270,195,70,1326,3685500,detail,1,0,2
2163354,185,175,75,1842,2428125,detail,1,0,2
279854,60,50,50,75,150000,detail,1,0,2
402727,565,30,30,730,508500,detail,1,0,2
330138,50,50,15,32,37500,detail,1,0,2
70716,200,200,40,350,1600000,detail,1,0,2
4943,34,15,6,7,3060,detail,1,0,2
279843,140,5,5,10,3500,detail,1,0,2
3513335,190,140,105,3460,2793000,detail,500,0,2
430580,400,360,105,9605,15120000,detail,1,0,2
434358,300,190,110,8266,6270000,detail,100,0,2
417586,165,75,60,268,742500,detail,1,0,2
369915,590,150,150,1780,13275000,detail,1,0,2
51584,14,14,1,2,196,detail,1,0,2
415124,155,64,64,725,634880,detail,1,0,2
212772,35,15,15,3,7875,detail,1,0,2
285809,240,45,5,50,54000,detail,1,0,2
5508,15,13,2,1,390,detail,1,0,2
258772,125,85,55,1660,584375,detail,100,0,2
3066546,520,300,35,865,5460000,detail,1,0,2
230529,164,125,71,676,1455500,detail,150,0,2
67063,150,150,53,2051,1192500,detail,200,0,2
390693,50,10,5,2,2500,detail,1,0,2
1226,215,50,20,19,215000,detail,1,0,2
331118,180,110,60,99,1188000,detail,1,0,2
225909,25,25,2,2,1250,detail,1,0,2
328176,50,30,1,1,1500,detail,1,0,2
334936,280,130,125,1081,4550000,detail,25,0,2
377654,190,190,30,250,1083000,detail,5,0,2
221362,32,32,20,20,20480,detail,1,0,2
95867,237,194,154,7832,7080612,detail,1000,0,2
7264,50,30,10,28,15000,detail,1,0,2
2224301,250,55,55,1341,756250,detail,8,0,2
366752,265,147,97,425,3778635,detail,1,0,2
410104,125,70,70,919,612500,detail,24,0,2
2061253,230,80,40,130,736000,detail,100,0,2
380538,375,140,60,4137,3150000,detail,10,0,2
89132,61,59,35,73,125965,detail,1,0,2
415080,540,80,80,4905,3456000,detail,1,0,2
416233,125,70,65,599,568750,detail,200,0,2
3061646,350,10,10,245,35000,detail,1,0,2
416485,195,190,115,330,4260750,detail,100,0,2
3061059,225,200,80,400,3600000,detail,1,0,2
3680270,540,40,40,2230,864000,detail,1,0,2
369666,230,191,76,2118,3338680,detail,10,0,2
369669,262,233,119,3080,7264474,detail,10,0,2
369690,180,90,48,987,777600,detail,40,0,2
368735,180,135,85,2651,2065500,detail,50,0,2
368748,220,135,85,3648,2524500,detail,16,0,2
369297,180,180,80,458,2592000,detail,1,0,2
3062219,100,60,50,100,300000,detail,1,0,2
3062333,360,270,120,1620,11664000,detail,100,0,2
304300,380,55,25,423,522500,detail,2,0,2
3067789,275,230,35,1280,2213750,detail,1,0,2
315678,250,129,65,340,2096250,detail,10,0,2
2237399,185,140,100,2957,2590000,detail,40,0,2
34354,125,83,56,382,581000,detail,100,0,2
3494696,120,120,50,40,720000,detail,1,0,2
3510671,190,140,105,1739,2793000,detail,500,0,2
3646076,220,25,25,346,137500,detail,1,0,2
371787,286,124,80,4760,2837120,detail,6,0,2
333157,525,90,95,6952,4488750,detail,10,0,2
25651,164,96,90,1828,1416960,detail,200,0,2
257276,375,125,130,3060,6093750,detail,50,0,2
273667,235,145,80,3130,2726000,detail,100,0,2
2237427,375,140,100,9757,5250000,detail,10,0,2
3707904,330,40,40,110,528000,detail,1,0,2
2295598,230,135,40,520,1242000,detail,4,0,2
15507,169,135,72,3239,1642680,detail,20,0,2
2008408,180,140,110,1519,2772000,detail,12,0,2
2005629,410,220,130,2051,11726000,detail,1,0,2
2005630,450,225,125,2650,12656250,detail,1,0,2
2008550,180,140,110,1282,2772000,detail,16,0,2
2007737,135,120,95,2330,1539000,detail,750,0,2
11670,250,250,110,5580,6875000,detail,15,0,2
2004150,220,135,85,2830,2524500,detail,40,0,2
2004160,375,140,80,4642,4200000,detail,25,0,2
2004231,235,140,85,3055,2796500,detail,12,0,2
219016,235,140,50,1706,1645000,detail,500,0,2
2014882,195,140,60,1354,1638000,detail,1,0,2
3712241,310,260,50,514,4030000,detail,1,0,2
2288373,330,270,100,3315,8910000,detail,10,0,2
2072127,145,145,100,2360,2102500,detail,1,0,2
2039265,163,120,65,2293,1271400,detail,500,0,2
2061192,110,80,20,30,176000,detail,100,0,2
2014885,225,90,42,1024,850500,detail,1,0,2
2018418,235,140,52,3770,1710800,detail,12,0,2
2018959,600,180,50,1064,5400000,detail,1,0,2
2019718,335,180,135,1485,8140500,detail,1,0,2
2041604,189,139,97,3036,2548287,detail,100,0,2
2041610,188,140,100,3300,2632000,detail,25,0,2
20632,170,124,69,3240,1454520,detail,100,0,2
2079937,180,135,55,1625,1336500,detail,50,0,2
206567,295,40,25,160,295000,detail,1,0,2
2047318,350,500,50,3355,8750000,detail,25,0,2
2042714,190,140,65,1534,1729000,detail,1,0,2
2065446,150,50,50,42,375000,detail,1,0,2
2079911,180,135,80,2786,1944000,detail,50,0,2
2079912,180,135,85,3115,2065500,detail,50,0,2
2079915,220,135,85,4045,2524500,detail,50,0,2
2048089,200,200,50,3476,2000000,detail,50,0,2
205314,180,35,12,47,75600,detail,1,0,2
205357,275,53,15,151,218625,detail,1,0,2
2053602,237,75,65,584,1155375,detail,1,0,2
205372,230,54,16,140,198720,detail,1,0,2
2054485,165,125,90,1006,1856250,detail,100,0,2
2105712,220,135,85,2960,2524500,detail,50,0,2
2105718,225,140,85,2463,2677500,detail,25,0,2
2105855,380,140,80,4825,4256000,detail,25,0,2
2121386,275,150,70,218,2887500,detail,1,0,2
2105864,220,135,85,2982,2524500,detail,50,0,2
2105869,220,135,85,2498,2524500,detail,25,0,2
2119773,230,140,60,1796,1932000,detail,100,0,2
2120338,575,125,110,5040,7906250,detail,4,0,2
2098521,240,165,105,1175,4158000,detail,1,0,2
2134818,270,205,120,7152,6642000,detail,4,0,2
2144327,85,75,50,140,318750,detail,1,0,2
2144328,87,77,50,148,334950,detail,1,0,2
2144859,87,77,50,147,334950,detail,1,0,2
2144911,215,205,55,520,2424125,detail,1,0,2
2144913,215,205,55,590,2424125,detail,1,0,2
2144930,157,147,55,436,1269345,detail,1,0,2
2144934,217,207,55,600,2470545,detail,1,0,2
2108160,220,135,80,2739,2376000,detail,12,0,2
2122281,530,100,100,3620,5300000,detail,4,0,2
2122289,575,90,70,2890,3622500,detail,1,0,2
2123386,265,90,50,812,1192500,detail,1,0,2
2100462,265,185,70,1109,3431750,detail,1,0,2
220284,240,110,15,60,396000,detail,12,0,2
2154918,170,80,2,34,27200,detail,5,0,2
2102016,185,140,110,2136,2849000,detail,1100,0,2
216448,127,80,55,1362,558800,detail,100,0,2
2164506,135,85,50,367,573750,detail,20,0,2
2164508,142,120,55,842,937200,detail,20,0,2
216461,220,140,90,3760,2772000,detail,50,0,2
2184507,120,90,80,1409,864000,detail,25,0,2
2178493,335,180,140,1546,8442000,detail,1,0,2
219024,173,130,119,3960,2676310,detail,500,0,2
2172920,330,260,100,2703,8580000,detail,50,0,2
2172921,330,300,100,3748,9900000,detail,50,0,2
2172926,380,290,130,3035,14326000,detail,25,0,2
2206273,290,290,100,4637,8410000,detail,1,0,2
2173903,140,95,50,709,665000,detail,100,0,2
2159814,380,335,115,948,14639500,detail,1,0,2
2159983,245,140,100,4760,3430000,detail,20,0,2
2168652,145,100,40,1888,580000,detail,1,0,2
2223929,375,140,100,7973,5250000,detail,10,0,2
2223944,245,140,100,4922,3430000,detail,20,0,2
2224216,220,35,15,50,115500,detail,1,0,2
227918,330,310,51,2265,5217300,detail,10,0,2
236709,245,230,120,2210,6762000,detail,1,0,2
2223865,140,95,50,833,665000,detail,20,0,2
230773,161,116,86,2615,1606136,detail,100,0,2
230775,153,90,80,1440,1101600,detail,50,0,2
2223888,535,90,80,8846,3852000,detail,10,0,2
230793,190,135,78,2260,2000700,detail,50,0,2
2223914,375,140,50,5910,2625000,detail,10,0,2
2223917,380,140,50,5858,2660000,detail,4,0,2
242869,140,100,54,1076,756000,detail,50,0,2
233856,185,135,108,2091,2697300,detail,2,0,2
243522,134,89,55,1626,655930,detail,1,0,2
228339,375,160,145,3658,8700000,detail,100,0,2
236579,360,280,20,274,2016000,detail,1,0,2
2223850,240,140,100,5740,3360000,detail,20,0,2
2223853,140,92,50,818,644000,detail,20,0,2
242606,95,73,69,540,478515,detail,100,0,2
224133,204,175,36,1068,1285200,detail,2,0,2
229927,190,130,80,3050,1976000,detail,100,0,2
236525,350,280,20,274,1960000,detail,1,0,2
236538,360,280,20,274,2016000,detail,1,0,2
2223826,375,140,50,3280,2625000,detail,20,0,2
2246791,190,140,80,1960,2128000,detail,50,0,2
236555,360,280,20,274,2016000,detail,1,0,2
303720,180,140,160,1509,4032000,detail,100,0,2
286966,300,200,100,4042,6000000,detail,1,0,2
283512,120,80,50,651,480000,detail,100,0,2
290030,140,95,80,911,1064000,detail,25,0,2
290072,180,140,80,1919,2016000,detail,25,0,2
304023,174,139,66,1944,1596276,detail,25,0,2
304071,179,92,51,855,839868,detail,10,0,2
289476,325,60,60,1998,1170000,detail,6,0,2
304133,182,90,53,936,868140,detail,25,0,2
286803,185,160,140,2580,4144000,detail,200,0,2
99003834,140,100,40,661,560000,detail,100,0,2
379374,220,135,90,2882,2673000,detail,100,0,2
380444,280,60,60,2017,1008000,detail,2,0,2
420915,90,85,95,258,726750,detail,1,0,2
420923,145,145,90,443,1892250,detail,1,0,2
432741,330,325,60,1390,6435000,detail,25,0,2
432747,270,160,10,910,432000,detail,10,0,2
431681,216,133,153,7776,4395384,detail,8,0,2
372772,170,120,100,980,2040000,detail,10,0,2
2288412,230,190,60,3912,2622000,detail,10,0,2
432752,350,500,55,2220,9625000,detail,10,0,2
2224211,195,35,35,352,238875,detail,1,0,2
47415,260,200,55,2182,2860000,detail,10,0,2
431892,550,72,42,997,1663200,detail,1,0,2
67920,145,125,80,2879,1450000,detail,40,0,2
375185,190,140,110,2526,2926000,detail,500,0,2
373475,190,140,55,1362,1463000,detail,25,0,2
2173904,140,92,50,816,644000,detail,100,0,2
434910,460,360,160,1891,26496000,detail,1,0,2
2223859,187,70,50,1155,654500,detail,20,0,2
371217,235,140,110,3551,3619000,detail,50,0,2
375238,165,130,60,2090,1287000,detail,250,0,2
2229027,195,195,120,286,4563000,detail,100,0,2
421956,245,30,30,201,220500,detail,1,0,2
422714,375,140,80,4475,4200000,detail,10,0,2
50371,200,190,129,1495,4902000,detail,1000,0,2
374197,324,187,56,1577,3392928,detail,10,0,2
2322427,220,170,50,2652,1870000,detail,10,0,2
71548,357,137,78,4931,3814902,detail,12,0,2
423863,282,125,135,2480,4758750,detail,50,0,2
50612,215,200,130,2130,5590000,detail,1000,0,2
331551,375,70,80,4200,2100000,detail,4,0,2
331552,375,80,80,4649,2400000,detail,4,0,2
2263756,400,300,70,10347,8400000,detail,1,0,2
2272057,270,250,100,6518,6750000,detail,20,0,2
2347570,375,137,55,3167,2825625,detail,100,0,2
384240,235,140,105,4656,3454500,detail,100,0,2
371778,200,145,90,2645,2610000,detail,20,0,2
304195,166,114,95,1565,1797780,detail,6,0,2
2105862,380,140,80,4640,4256000,detail,12,0,2
285314,450,300,250,1850,33750000,detail,1,0,2
89689,135,90,90,826,1093500,detail,200,0,2
89857,370,150,157,4300,8713500,detail,1000,0,2
2273632,235,140,107,1236,3520300,detail,30,0,2
435449,180,135,82,2189,1992600,detail,50,0,2
293423,330,30,30,317,297000,detail,1,0,2
306047,128,83,55,436,584320,detail,100,0,2
425781,395,385,5,1889,760375,detail,1,0,2
435454,220,135,82,2693,2435400,detail,25,0,2
385885,180,135,85,1929,2065500,detail,20,0,2
304296,180,55,20,113,198000,detail,2,0,2
2280327,380,300,60,5488,6840000,detail,1,0,2
375606,170,130,110,2030,2431000,detail,250,0,2
386440,360,280,65,2558,6552000,detail,10,0,2
298769,79,62,56,219,274288,detail,100,0,2
2219897,175,170,82,563,2439500,detail,1,0,2
53223,219,292,43,1692,2749764,detail,5,0,2
386480,350,300,80,3341,8400000,detail,25,0,2
372229,165,132,48,874,1045440,detail,1,0,2
305526,285,130,80,2180,2964000,detail,1000,0,2
286105,122,122,15,6650,223260,detail,5,0,2
298794,280,120,75,2760,2520000,detail,1000,0,2
438334,165,145,135,1064,3229875,detail,10,0,2
438336,165,145,135,985,3229875,detail,10,0,2
2273687,95,95,33,1628,297825,detail,20,0,2
2273691,95,95,40,1530,361000,detail,20,0,2
2273684,155,80,75,2862,930000,detail,10,0,2
99000947,350,10,10,245,35000,detail,1,0,2
427816,599,30,30,711,539100,detail,1,0,2
386405,160,150,75,1090,1800000,detail,25,0,2
2273700,250,155,110,1138,4262500,detail,25,0,2
58455,141,94,93,1561,1232622,detail,100,0,2
58622,80,60,25,89,120000,detail,50,0,2
2237406,235,140,100,4313,3290000,detail,6,0,2
70764,342,135,47,3887,2169990,detail,12,0,2
71278,165,124,57,1340,1166220,detail,100,0,2
71279,142,95,80,1724,1079200,detail,100,0,2
3645259,330,50,50,1764,825000,detail,1,0,2
272727,220,135,80,2400,2376000,detail,25,0,2
333145,187,77,50,1547,719950,detail,20,0,2
333150,372,72,79,2107,2115936,detail,10,0,2
333160,370,141,95,6992,4956150,detail,10,0,2
3527660,200,200,100,440,4000000,detail,1,0,2
3477171,250,190,200,14400,9500000,detail,1000,0,2
247182,280,170,120,3360,5712000,detail,100,0,2
333163,356,138,78,9920,3831984,detail,10,0,2
337492,185,140,55,1996,1424500,detail,20,0,2
337918,60,49,17,122,49980,detail,1,0,2
3629180,190,100,60,550,1140000,detail,1,0,2
308387,381,75,52,1889,1485900,detail,10,0,2
308393,236,75,50,1333,885000,detail,10,0,2
333745,400,55,20,270,440000,detail,1,0,2
333760,412,51,22,430,462264,detail,1,0,2
3638261,380,25,25,542,237500,detail,1,0,2
308785,190,140,50,883,1330000,detail,20,0,2
273656,130,80,40,384,416000,detail,25,0,2
3428422,167,130,175,3300,3799250,detail,200,0,2
3537908,300,190,55,1615,3135000,detail,1,0,2
3539125,185,140,110,2942,2849000,detail,500,0,2
339015,350,32,28,460,313600,detail,1,0,2
334674,150,127,26,258,495300,detail,1,0,2
3541227,185,140,110,3668,2849000,detail,500,0,2
309349,235,140,85,3032,2796500,detail,100,0,2
339040,580,50,50,2025,1450000,detail,1,0,2
354482,290,100,30,1291,870000,detail,100,0,2
3066458,360,20,20,281,144000,detail,1,0,2
334716,309,146,60,1260,2706840,detail,25,0,2
334722,276,192,90,1635,4769280,detail,10,0,2
335085,189,139,81,2205,2127951,detail,50,0,2
335092,238,148,76,3580,2677024,detail,50,0,2
335103,110,103,22,237,249260,detail,1,0,2
335115,220,208,22,424,1006720,detail,1,0,2
339600,348,310,113,3745,12190440,detail,50,0,2
3585071,300,210,12,563,756000,detail,1,0,2
3421347,310,80,50,1333,1240000,detail,1,0,2
3417947,182,100,100,2809,1820000,detail,1,0,2
331501,197,145,82,1360,2342330,detail,50,0,2
332076,210,190,40,523,1596000,detail,1,0,2
340149,220,80,25,85,440000,detail,100,0,2
3453026,190,135,105,3230,2693250,detail,500,0,2
3498140,450,50,45,2380,1012500,detail,1,0,2
3511572,185,140,110,1870,2849000,detail,100,0,2
332194,183,138,80,2440,2020320,detail,25,0,2
332257,375,145,85,4190,4621875,detail,50,0,2
3517987,320,295,225,2975,21240000,detail,1,0,2
360637,350,325,18,1550,2047500,detail,1,0,2
360650,405,380,15,2354,2308500,detail,1,0,2
3499820,210,20,20,8,84000,detail,1,0,2
34561,170,130,120,2640,2652000,detail,1000,0,2
32220,130,32,19,60,79040,detail,1,0,2
3063202,150,10,40,506,60000,detail,100,0,2
333044,220,60,60,1452,792000,detail,25,0,2
333105,230,95,70,2623,1529500,detail,10,0,2
3064741,160,121,55,815,1064800,detail,100,0,2
34380,120,80,50,431,480000,detail,100,0,2
333126,188,70,80,2700,1052800,detail,20,0,2
333131,236,143,80,5750,2699840,detail,20,0,2
3064964,200,200,75,123,3000000,detail,1,0,2
257289,221,122,85,1328,2291770,detail,50,0,2
333137,374,137,85,10140,4355230,detail,10,0,2
2293560,352,115,95,3072,3845600,detail,25,0,2
3784238,400,20,20,914,160000,detail,1,0,2
244640,83,60,57,375,283860,detail,100,0,2
256957,155,93,77,1734,1109955,detail,50,0,2
257188,126,84,54,603,571536,detail,100,0,2
2293584,187,137,80,1766,2049520,detail,50,0,2
2277569,160,110,90,369,1584000,detail,10,0,2
40541,130,100,135,1054,1755000,detail,1,0,2
2184533,92,92,77,1231,651728,detail,50,0,2
410020,400,360,107,1430,15408000,detail,1,0,2
2349148,285,160,120,3285,5472000,detail,100,0,2
2242239,220,170,50,877,1870000,detail,25,0,2
2242341,350,190,80,1292,5320000,detail,25,0,2
3775082,370,260,50,2099,4810000,detail,1,0,2
2061197,300,70,20,139,420000,detail,100,0,2
406911,185,137,65,3482,1647425,detail,100,0,2
406913,185,140,110,5389,2849000,detail,100,0,2
2357609,140,95,85,882,1130500,detail,25,0,2
2237447,375,140,100,4469,5250000,detail,6,0,2
254402,149,134,62,1816,1237892,detail,50,0,2
413347,310,127,127,3551,4999990,detail,100,0,2
2293593,235,140,80,2535,2632000,detail,50,0,2
2288394,270,210,25,1037,1417500,detail,2,0,2
40878,79,64,58,379,293248,detail,100,0,2
2288493,210,150,65,420,2047500,detail,1,0,2
2344440,175,110,55,378,1058750,detail,32,0,2
3816445,360,200,60,2162,4320000,detail,1,0,2
2149738,280,122,80,1449,2732800,detail,100,0,2
401263,280,120,75,1224,2520000,detail,100,0,2
401269,185,135,160,1670,3996000,detail,100,0,2
25543,165,128,118,3960,2492160,detail,500,0,2
386630,255,85,85,2162,1842375,detail,200,0,2
2277578,170,120,105,676,2142000,detail,10,0,2
255846,220,140,85,2723,2618000,detail,25,0,2
