ID_Product,LONG,LARG,HAUT,POIDS,Volume_Product,PREP,QTE,Famille,Algo
2289476,130,37,25,92,120250,detail,1,0,2
312670,238,55,55,449,719950,detail,1,0,2
2330123,207,177,17,979,622863,detail,5,0,2
2117962,220,220,5,390,242000,detail,1,0,2
3062737,100,25,25,65,62500,detail,1,0,2
2261152,157,60,40,107,376800,detail,1,0,2
2291281,183,137,50,1051,1253550,detail,100,0,2
2099396,280,47,10,137,131600,detail,5,0,2
287181,600,150,150,2095,13500000,detail,1,0,2
425860,215,195,4,374,167700,detail,1,0,2
2021990,123,46,46,298,260268,detail,8,0,2
205548,110,100,2,80,22000,detail,1,0,2
2015520,106,101,85,292,910010,detail,1,0,2
319506,270,105,55,112,1559250,detail,1,0,2
325458,306,166,22,369,1117512,detail,1,0,2
241271,219,157,15,26,515745,detail,1,0,2
432077,240,230,110,589,6072000,detail,25,0,2
2296071,70,45,20,218,63000,detail,1,0,2
2061254,300,60,40,183,720000,detail,100,0,2
277619,95,95,15,26,135375,detail,1,0,2
366919,255,95,60,115,1453500,detail,1,0,2
371527,635,155,155,4080,15255875,detail,1,0,2
2019164,250,150,20,590,750000,detail,1,0,2
338399,400,300,100,4404,12000000,detail,1,0,2
285553,140,95,53,80,704900,detail,1,0,2
284869,176,70,62,926,763840,detail,1,0,2
2070413,60,55,55,476,181500,detail,1,0,2
77631,120,19,15,168,34200,detail,1,0,2
89908,410,147,103,491,6207810,detail,1,0,2
2102498,240,110,60,702,1584000,detail,1,0,2
332587,580,350,140,2600,28420000,detail,1,0,2
326635,325,230,60,3738,4485000,detail,14,0,2
340769,22,19,12,6,5016,detail,1,0,2
2098146,420,55,40,486,924000,detail,1,0,2
357517,52,12,10,10,6240,detail,1,0,2
2093637,375,70,80,2255,2100000,detail,50,0,2
3553720,80,80,55,226,352000,detail,1,0,2
282657,600,60,60,1130,2160000,detail,1,0,2
375218,115,115,85,1850,1124125,detail,500,0,2
2216227,580,70,65,1653,2639000,detail,1,0,2
201783,4,4,20,2,320,detail,1,0,2
3069755,100,100,20,108,200000,detail,1,0,2
2150741,130,130,110,1957,1859000,detail,10,0,2
3061604,210,100,40,690,840000,detail,1,0,2
282192,50,10,5,10,2500,detail,1,0,2
2100449,135,90,60,173,729000,detail,75,0,2
3436858,55,30,20,90,33000,detail,1,0,2
218315,85,20,20,21,34000,detail,1,0,2
240811,175,60,45,54,472500,detail,1,0,2
304206,180,90,40,1040,648000,detail,40,0,2
357966,25,10,10,11,2500,detail,1,0,2
3568285,185,140,110,2530,2849000,detail,500,0,2
3533907,185,140,110,2861,2849000,detail,500,0,2
379240,200,100,10,25,200000,detail,1,0,2
47406,365,280,35,2187,3577000,detail,5,0,2
370024,284,282,77,1128,6166776,detail,1,0,2
70441,12,12,6,2,864,detail,1,0,2
221641,15,15,2,5,450,detail,1,0,2
2874,7,4,3,3,84,detail,1,0,2
2313323,122,80,55,228,536800,detail,1,0,2
2296068,80,30,20,220,48000,detail,1,0,2
51459,16,10,10,3,1600,detail,1,0,2
241536,50,50,18,104,45000,detail,1,0,2
310678,584,63,62,1039,2281104,detail,1,0,2
3489886,294,137,1,40,40278,detail,1,0,2
2170626,95,30,30,42,85500,detail,10,0,2
206618,125,65,65,920,528125,detail,24,0,2
213911,46,46,2,5,4232,detail,1,0,2
351022,70,60,25,95,105000,detail,1,0,2
280022,55,35,35,13,67375,detail,1,0,2
40730,398,293,175,3100,20407450,detail,100,0,2
3062050,260,170,110,3857,4862000,detail,25,0,2
320436,75,60,25,54,112500,detail,1,0,2
30658,8,7,4,3,224,detail,1,0,2
2261240,195,135,70,373,1842750,detail,1,0,2
233809,236,128,5,120,151040,detail,1,0,2
226941,280,240,12,367,806400,detail,1,0,2
2078088,525,90,85,994,4016250,detail,1,0,2
2351072,150,100,45,1910,675000,detail,1,0,2
72308,26,26,1,3,676,detail,1,0,2
244156,82,72,7,3,41328,detail,1,0,2
325334,40,40,5,17,8000,detail,1,0,2
244488,160,100,25,159,400000,detail,1,0,2
366487,165,90,100,170,1485000,detail,1,0,2
3734,80,5,5,11,2000,detail,1,0,2
218284,160,80,60,158,768000,detail,1,0,2
2015527,148,139,86,500,1769192,detail,1,0,2
331703,90,90,10,34,81000,detail,1,0,2
70348,146,24,24,214,84096,detail,1,0,2
2232606,410,20,20,748,164000,detail,1,0,2
305909,235,80,70,1319,1316000,detail,1,0,2
51186,58,18,18,93,18792,detail,1,0,2
3543108,560,100,100,9378,5600000,detail,1,0,2
73570,157,96,77,524,1160544,detail,1,0,2
2115080,170,80,3,35,40800,detail,5,0,2
244283,491,395,125,4090,24243125,detail,1,0,2
302976,600,150,150,1990,13500000,detail,1,0,2
62085,595,35,35,397,728875,detail,1,0,2
2080069,490,390,105,1720,20065500,detail,1,0,2
241276,300,150,80,460,3600000,detail,1,0,2
425841,295,255,35,3177,2632875,detail,5,0,2
2071169,175,45,45,342,354375,detail,5,0,2
2277375,240,115,50,948,1380000,detail,1,0,2
2061251,220,80,30,83,528000,detail,100,0,2
53372,325,130,90,1386,3802500,detail,20,0,2
74666,20,5,5,4,500,detail,1,0,2
2357619,140,95,82,1128,1090600,detail,50,0,2
2071163,173,45,45,399,350325,detail,10,0,2
2088495,80,75,50,148,300000,detail,1,0,2
9277,18,18,2,1,648,detail,1,0,2
238507,140,125,120,309,2100000,detail,1,0,2
2170676,155,45,45,297,313875,detail,10,0,2
207353,25,3,3,4,225,detail,1,0,2
207200,144,14,14,167,28224,detail,1,0,2
211845,135,95,95,523,1218375,detail,1,0,2
234205,56,56,37,74,116032,detail,1,0,2
377431,570,112,105,5180,6703200,detail,1,0,2
213146,20,20,2,1,800,detail,1,0,2
203863,273,150,65,282,2661750,detail,1,0,2
282623,600,60,60,1207,2160000,detail,1,0,2
202431,165,130,120,1642,2574000,detail,250,0,2
279094,61,61,41,54,152561,detail,1,0,2
413409,167,127,90,1557,1908810,detail,250,0,2
2071177,225,25,25,179,140625,detail,1,0,2
369136,410,66,59,455,1596540,detail,1,0,2
3060836,80,40,40,122,128000,detail,1,0,2
2281810,297,220,90,5746,5880600,detail,2000,0,2
3478,17,6,4,1,408,detail,1,0,2
411503,250,35,15,134,131250,detail,1,0,2
2098082,425,65,65,678,1795625,detail,1,0,2
279890,180,140,22,63,554400,detail,1,0,2
26009,80,18,10,10,14400,detail,1,0,2
15107,60,60,48,54,172800,detail,1,0,2
345729,25,25,16,30,10000,detail,1,0,2
2015448,430,80,90,1373,3096000,detail,1,0,2
370344,390,48,48,370,898560,detail,1,0,2
342415,90,35,35,343,110250,detail,1,0,2
2154898,170,80,3,44,40800,detail,5,0,2
275348,40,5,5,5,1000,detail,1,0,2
366245,30,25,25,115,18750,detail,1,0,2
3062913,130,90,60,1262,702000,detail,50,0,2
2207456,170,150,150,1062,3825000,detail,30,0,2
375317,178,132,118,3613,2772528,detail,500,0,2
3060855,165,115,40,44,759000,detail,1,0,2
316016,200,50,50,45,500000,detail,1,0,2
206345,50,50,50,613,125000,detail,1,0,2
320116,94,23,16,26,34592,detail,1,0,2
261469,180,175,75,428,2362500,detail,1,0,2
3414580,215,205,125,10800,5509375,detail,100,0,2
375438,185,140,105,3109,2719500,detail,500,0,2
318615,30,5,5,5,750,detail,1,0,2
76531,93,85,35,71,276675,detail,1,0,2
287182,600,145,150,2330,13050000,detail,1,0,2
2025572,225,47,10,50,105750,detail,1,0,2
2216110,580,70,65,623,2639000,detail,1,0,2
418302,585,20,20,443,234000,detail,1,0,2
2150063,10,10,1,1,100,detail,1,0,2
342056,170,110,105,1510,1963500,detail,1,0,2
338284,303,201,80,1518,4872240,detail,100,0,2
246498,250,220,185,831,10175000,detail,1,0,2
2076465,280,65,65,340,1183000,detail,1,0,2
2185630,425,65,65,1166,1795625,detail,1,0,2
