,index,ID_Product,ID_OP,ID_COLIS,CLIENT,QTE_COLISEE,ID_GARE,DATE_LIVRAISON,TYPE_OP,CODE_BARRE,PREP
0,4345,417598,278381485,1,537875079,1,GARE03,05/01/2021,UNIT,48-08-37-A,detail
1,4344,331553,278383166,1,537875757,6,GARE24,05/01/2021,UNIT,CF-04-02-A,detail
2,4343,2018426,278394665,1,537880806,3,GARE20,07/01/2021,UNIT,AG-01-03-B,detail
3,4342,417552,278400388,1,537883073,10,GARE03,08/01/2021,UNIT,48-01-10-A,detail
4,4341,2037106,278430055,1,537894882,1,GARE15,15/01/2021,UNIT,EB-03-02-A,detail
5,4340,2158315,278439717,1,537898885,1,GARE24,18/01/2021,UNIT,CF-01-05-A,detail
6,4339,417637,278446558,1,537901504,1,GARE03,19/01/2021,UNIT,48-32-17-A,detail
7,4337,438330,278475688,1,537912469,1,GARE20,25/01/2021,UNIT,AH-02-03-A,detail
8,4336,2037108,278481841,1,537913469,1,GARE08,26/01/2021,UNIT,EA-01-04-D,detail
9,4350,410020,278489679,1,537902289,1,GARE20,27/01/2021,UNIT,AJ-03-05-A,detail
10,4335,206507,278514466,1,537926887,2,GARE24,02/02/2021,UNIT,CE-01-02-A,detail
11,4334,324916,278523390,1,537930304,5,GARE16,03/02/2021,UNIT,EF-02-03-D,detail
12,4333,417640,278532641,1,537934658,1,GARE15,04/02/2021,UNIT,EB-02-03-D,detail
13,4332,429271,278542399,1,537937749,2,GARE06,08/02/2021,UNIT,12-27-00-A,detail
14,4331,39535,278589551,1,537956568,1,GARE03,17/02/2021,UNIT,48-02-24-A,detail
15,4330,2253055,278596869,1,537959388,1,GARE03,18/02/2021,UNIT,48-01-41-A,detail
16,4329,7609,278593921,1,537958512,1,GARE03,18/02/2021,UNIT,48-10-22-A,detail
17,4327,2223016,278600336,1,537940536,72,GARE24,19/02/2021,UNIT,CM-05-01-B,detail
18,4328,371776,278604564,1,537963413,2,GARE07,19/02/2021,UNIT,EF-01-03-D,detail
19,4326,417629,278618263,1,537968232,3,GARE03,23/02/2021,UNIT,48-19-08-A,detail
20,4325,2207833,278631158,1,537972662,1,GARE20,25/02/2021,UNIT,AK-03-05-A,detail
21,4324,282277,278643780,1,537976797,1,GARE24,01/03/2021,UNIT,CN-02-03-B,detail
22,4323,2136965,278645467,1,537928679,1,GARE03,01/03/2021,UNIT,48-15-04-A,detail
23,4322,383582,278669649,1,537987825,4,GARE23,04/03/2021,UNIT,BD-03-03-A,detail
24,4321,2081455,278667281,1,537986376,1,GARE05,04/03/2021,UNIT,12-15-00-A,detail
25,4320,2037038,278674475,1,537989102,1,GARE14,05/03/2021,UNIT,ED-02-04-B,detail
26,4319,2243179,278688501,1,537994325,1,GARE03,09/03/2021,UNIT,48-27-12-A,detail
27,4318,2222120,278703902,1,538000041,1,GARE24,11/03/2021,UNIT,CM-01-02-C,detail
28,4317,371826,278711894,1,538003423,1,GARE16,12/03/2021,UNIT,EF-02-05-B,detail
29,4316,238161,278711720,1,538003010,3,GARE24,12/03/2021,UNIT,CK-01-01-B,detail
30,4315,2228999,278739181,1,538013402,1,GARE05,17/03/2021,UNIT,12-17-00-B,detail
31,4314,365598,278743724,1,538014738,1,GARE20,18/03/2021,UNIT,AK-03-01-B,detail
32,4313,2194431,278744987,1,538015319,5,GARE08,18/03/2021,UNIT,20-31-06-A,detail
33,4310,417608,278753507,1,538018552,1,GARE03,19/03/2021,UNIT,48-01-18-A,detail
34,4312,2037031,278754287,1,538018944,3,GARE15,19/03/2021,UNIT,EB-04-03-D,detail
35,4311,417625,278753507,1,538018552,1,GARE03,19/03/2021,UNIT,48-16-09-A,detail
36,4309,390690,278766546,1,538022859,1,GARE03,23/03/2021,UNIT,48-11-11-A,detail
37,4308,2247639,278784127,1,538029922,2,GARE24,25/03/2021,UNIT,CM-01-02-A,detail
38,4349,431598,278783695,1,538015875,1,GARE20,25/03/2021,UNIT,AJ-03-04-A,detail
39,4307,209713,278800972,1,538035865,1,GARE07,29/03/2021,UNIT,EF-02-02-A,detail
40,4306,417614,278801142,1,637938150,1,GARE03,29/03/2021,UNIT,48-24-06-A,detail
41,4305,417647,278810821,1,538039890,1,GARE15,30/03/2021,UNIT,EB-03-04-A,detail
42,4304,2158296,278808632,1,538031231,1,GARE24,30/03/2021,UNIT,CF-03-05-B,detail
43,4303,224614,278813997,1,538040316,4,GARE24,31/03/2021,UNIT,CG-04-02-A,detail
44,4302,3513339,278813914,1,538037542,3,GARE23,31/03/2021,UNIT,BK-01-03-A,detail
45,4298,7588,278824889,1,538029913,1,GARE03,01/04/2021,UNIT,48-07-13-A,detail
46,4299,7614,278825098,1,538029913,6,GARE03,01/04/2021,UNIT,48-10-08-B,detail
47,4301,7601,278825098,1,538029913,15,GARE03,01/04/2021,UNIT,48-10-37-A,detail
48,4300,7612,278825098,1,538029913,7,GARE03,01/04/2021,UNIT,48-10-16-A,detail
49,4297,2103087,278836860,1,538048597,1,GARE24,06/04/2021,UNIT,CM-04-05-D,detail
50,4296,417586,278844482,1,538051613,1,GARE03,07/04/2021,UNIT,48-02-40-A,detail
51,4295,417576,278844482,1,538051613,2,GARE03,07/04/2021,UNIT,48-13-12-A,detail
52,4294,2194430,278843644,1,538051137,1,GARE08,07/04/2021,UNIT,20-26-06-A,detail
53,4293,7605,278854622,1,538029913,5,GARE03,09/04/2021,UNIT,48-10-32-A,detail
54,4292,2006480,278865521,1,538059285,1,GARE04,12/04/2021,UNIT,12-12-00-B,detail
55,4288,2243198,278876420,1,538040885,13,GARE03,14/04/2021,UNIT,48-27-19-A,detail
56,4289,2168636,338731580,1,697194622,2,GARE03,14/04/2021,UNIT,48-13-06-A,detail
57,4290,7607,278879777,1,538029913,8,GARE03,14/04/2021,UNIT,48-10-29-A,detail
58,4291,7616,278879777,1,538029913,4,GARE03,14/04/2021,UNIT,48-10-02-A,detail
59,4287,371779,278884198,1,537906014,2,GARE20,15/04/2021,UNIT,AK-04-02-B,detail
60,4286,2230641,278894746,1,538070691,1,GARE24,16/04/2021,UNIT,CM-04-02-B,detail
61,4348,2099228,278895266,1,538071033,1,GARE24,16/04/2021,UNIT,CM-01-03-A,detail
62,4285,7604,278906581,1,538069199,2,GARE03,20/04/2021,UNIT,48-10-33-A,detail
63,4284,7597,278906581,1,538069199,2,GARE03,20/04/2021,UNIT,48-10-44-A,detail
64,4283,2163568,278914949,1,538077662,1,GARE23,21/04/2021,UNIT,BJ-01-04-A,detail
65,4282,2158307,278919698,1,538079135,1,GARE24,22/04/2021,UNIT,CL-01-05-D,detail
66,4281,2158309,278919698,1,538079135,2,GARE24,22/04/2021,UNIT,CE-01-05-C,detail
67,4280,2158310,278919698,1,538079135,2,GARE24,22/04/2021,UNIT,CE-03-05-B,detail
68,4279,2158313,278919698,1,538079135,2,GARE23,22/04/2021,UNIT,BK-04-05-A,detail
69,4278,417624,278935789,1,538084881,1,GARE15,26/04/2021,UNIT,EB-02-05-D,detail
70,4277,2270768,278947936,1,538089033,1,GARE03,28/04/2021,UNIT,48-12-11-A,detail
71,4276,2200254,278980308,1,538101054,1,GARE24,05/05/2021,UNIT,CC-05-05-D,detail
72,4275,417630,278983024,1,538103527,1,GARE15,05/05/2021,UNIT,EB-04-03-C,detail
73,4271,429549,278990067,1,538106146,1,GARE08,06/05/2021,UNIT,EA-03-04-C,detail
74,4274,2071393,278991482,1,538105682,1,GARE20,06/05/2021,UNIT,AJ-04-05-A,detail
75,4273,417634,278987261,1,538104433,1,GARE15,06/05/2021,UNIT,EB-03-03-C,detail
76,4272,2163734,278989931,1,538106028,1,GARE12,06/05/2021,UNIT,19-24-06-A,detail
77,4270,429272,278998279,1,538109648,1,GARE15,07/05/2021,UNIT,EB-04-01-D,detail
78,4269,417617,279011320,1,538113897,1,GARE03,11/05/2021,UNIT,48-19-07-A,detail
79,4268,2223697,279019963,1,538103587,1,GARE02,12/05/2021,UNIT,DC-04-02-B,detail
80,4266,282837,279017669,1,637985037,1,GARE03,12/05/2021,UNIT,48-26-07-A,detail
81,4265,287443,279042721,1,538123426,1,GARE08,18/05/2021,UNIT,EA-04-01-A,detail
82,4263,2206206,279080606,1,538136652,1,GARE24,26/05/2021,UNIT,CM-02-03-A,detail
83,4262,417644,279089835,1,538140608,1,GARE03,27/05/2021,UNIT,48-14-11-A,detail
84,4261,2088508,279090255,1,538136529,1,GARE02,27/05/2021,UNIT,DA-02-05-A,detail
85,4260,2158229,279100470,1,538121505,1,GARE23,31/05/2021,UNIT,BG-05-05-C,detail
86,4259,430468,279100623,1,538144247,1,GARE20,31/05/2021,UNIT,AF-01-05-C,detail
87,4258,417627,279100586,1,538144177,7,GARE13,31/05/2021,UNIT,21-26-06-A,detail
88,4257,274558,279124512,1,538143818,6,GARE23,03/06/2021,UNIT,BA-05-01-B,detail
89,4256,2126815,279124044,1,538153279,1,GARE23,03/06/2021,UNIT,BG-05-04-C,detail
90,4252,2163566,279146477,1,537967503,1,GARE08,08/06/2021,UNIT,EA-01-03-C,detail
91,4254,2009435,279146024,1,538161654,1,GARE24,08/06/2021,UNIT,CG-01-03-B,detail
92,4255,2006062,279148949,1,538128967,1,GARE20,08/06/2021,UNIT,AH-01-03-B,detail
93,4253,2005994,279146487,1,538161646,1,GARE22,08/06/2021,UNIT,50-05-01-B,detail
94,4251,2215863,279163755,1,538168974,1,GARE03,10/06/2021,UNIT,48-07-27-A,detail
95,4250,378676,279163284,1,538157422,1,GARE03,10/06/2021,UNIT,48-07-15-A,detail
96,4249,254685,279171356,1,538172149,1,GARE02,11/06/2021,UNIT,DC-06-05-A,detail
97,4248,3457735,279167529,1,538169031,1,GARE03,11/06/2021,UNIT,48-04-40-A,detail
98,4247,2158014,279189488,1,538178332,1,GARE23,16/06/2021,UNIT,BA-02-05-E,detail
99,4246,2183364,279198268,1,538181735,4,GARE23,17/06/2021,UNIT,BA-03-05-A,detail
100,4245,335508,279206527,1,538185263,2,GARE07,18/06/2021,UNIT,EE-01-01-A,detail
101,4244,2159418,279214239,1,538187381,1,GARE24,21/06/2021,UNIT,CJ-02-05-A,detail
102,4243,2039260,279219923,1,538147314,1,GARE24,22/06/2021,UNIT,CM-02-04-A,detail
103,4242,417620,279221519,1,638028800,1,GARE03,22/06/2021,UNIT,48-25-07-A,detail
104,4241,282278,279216595,1,538186508,1,GARE14,22/06/2021,UNIT,ED-02-04-C,detail
105,4238,261394,279224731,1,538165466,1,GARE23,23/06/2021,UNIT,BD-04-05-B,detail
106,4237,232234,279226481,1,30499909,1,GARE03,23/06/2021,UNIT,48-16-07-A,detail
107,4240,2223863,279227945,1,538179987,19,GARE24,23/06/2021,UNIT,CK-03-01-A,detail
108,4239,262750,279228224,1,538186061,1,GARE03,23/06/2021,UNIT,48-01-33-A,detail
109,4234,282265,279240597,1,538197609,1,GARE15,25/06/2021,UNIT,EB-04-04-A,detail
110,4233,386426,279239708,1,538194005,4,GARE24,25/06/2021,UNIT,CF-04-01-B,detail
111,4235,2243812,279240336,1,538197506,1,GARE03,25/06/2021,UNIT,48-06-23-A,detail
112,4232,2159381,279249010,1,538200524,1,GARE24,28/06/2021,UNIT,CC-05-04-B,detail
113,4231,274591,279249157,1,538200632,4,GARE23,28/06/2021,UNIT,BE-02-03-A,detail
114,4230,2172837,279271802,1,538208965,1,GARE20,01/07/2021,UNIT,AE-02-04-B,detail
115,4229,212131,279271165,1,538198929,1,GARE24,01/07/2021,UNIT,CM-01-05-B,detail
116,4228,417601,279277974,1,538211375,1,GARE15,02/07/2021,UNIT,EB-02-02-D,detail
117,4227,2154714,279277729,1,538211215,1,GARE03,02/07/2021,UNIT,48-05-19-A,detail
118,4226,2158303,279284574,1,538213706,5,GARE24,05/07/2021,UNIT,CG-04-05-C,detail
119,4225,7589,279285836,1,538214621,2,GARE03,05/07/2021,UNIT,48-07-10-A,detail
120,4224,2173061,279281747,1,538195573,120,GARE01,05/07/2021,UNIT,42-02-03-F,detail
121,4223,260519,279281758,1,538209164,1,GARE23,05/07/2021,UNIT,BE-05-04-B,detail
122,4222,7596,279306025,1,538222268,5,GARE03,08/07/2021,UNIT,48-10-47-A,detail
123,4221,1974,279306413,1,538222549,2,GARE15,08/07/2021,UNIT,EB-03-02-C,detail
124,4217,2215218,279310738,1,538223674,1,GARE24,09/07/2021,UNIT,CM-04-05-A,detail
125,4218,2113294,279311244,1,538213712,1,GARE24,09/07/2021,UNIT,CD-05-05-D,detail
126,4220,417612,279311878,1,538224314,5,GARE15,09/07/2021,UNIT,EB-03-02-D,detail
127,4219,327151,279312237,1,538224516,1,GARE03,09/07/2021,UNIT,48-03-48-A,detail
128,4216,2157960,279327071,1,538229776,150,GARE03,13/07/2021,UNIT,48-08-39-A,detail
129,4215,417578,279337232,1,538232635,1,GARE03,15/07/2021,UNIT,48-17-01-A,detail
130,4214,7603,279338021,1,538222268,8,GARE03,15/07/2021,UNIT,48-10-34-B,detail
131,4213,221189,279333902,1,538230319,1,GARE03,15/07/2021,UNIT,48-03-39-A,detail
132,4212,417632,279335839,1,538231843,1,GARE15,15/07/2021,UNIT,EB-03-01-C,detail
133,4211,2065449,279343280,1,538234534,3,GARE20,16/07/2021,UNIT,AH-04-05-C,detail
134,4210,2156226,279344389,1,538235375,2,GARE20,16/07/2021,UNIT,AK-03-01-A,detail
135,4209,412327,279344011,1,538235028,1,GARE03,16/07/2021,UNIT,48-03-35-A,detail
136,4208,423920,279341310,1,538233701,1,GARE23,16/07/2021,UNIT,BA-02-03-C,detail
137,4206,417639,279357306,1,538239523,1,GARE15,20/07/2021,UNIT,EB-03-02-B,detail
138,4205,2158305,279355237,1,538238348,4,GARE24,20/07/2021,UNIT,CH-02-05-A,detail
139,4204,7594,279368738,1,538243609,4,GARE03,22/07/2021,UNIT,48-10-25-A,detail
140,4203,2117962,279370904,1,538244185,6,GARE20,23/07/2021,UNIT,AJ-02-04-A,detail
141,4199,232235,279376994,1,538245945,1,GARE03,26/07/2021,UNIT,48-08-09-A,detail
142,4201,7602,279380092,1,538246910,4,GARE03,26/07/2021,UNIT,48-10-35-A,detail
143,4202,2206301,279380397,1,638050979,1,GARE03,26/07/2021,UNIT,48-13-09-A,detail
144,4200,2076464,279381089,1,538247412,3,GARE24,26/07/2021,UNIT,CK-04-05-C,detail
145,4198,7323,279387141,1,538249357,2,GARE03,27/07/2021,UNIT,48-03-13-B,detail
146,4197,2078533,279387606,1,538249694,1,GARE15,27/07/2021,UNIT,EE-02-05-A,detail
147,4196,2237373,279394281,1,538251892,1,GARE23,28/07/2021,UNIT,BK-05-01-A,detail
148,4195,7600,279392481,1,538243702,3,GARE03,28/07/2021,UNIT,48-10-39-A,detail
149,4194,2044077,279400368,1,538253793,1,GARE23,29/07/2021,UNIT,BG-04-04-C,detail
150,4193,2275053,279405432,1,538254901,1,GARE03,30/07/2021,UNIT,48-24-01-A,detail
151,4192,417574,279402726,1,538254066,2,GARE15,30/07/2021,UNIT,EB-04-02-D,detail
152,4191,7613,279405278,1,538246910,3,GARE03,30/07/2021,UNIT,48-10-14-A,detail
153,4190,2074625,279410214,1,538255936,2,GARE03,02/08/2021,UNIT,48-01-22-A,detail
154,4189,41057,279423211,1,30646129,2,GARE03,04/08/2021,UNIT,48-03-28-A,detail
155,4188,306050,279422625,1,538252465,1,GARE23,04/08/2021,UNIT,BE-03-04-C,detail
156,4187,2168650,338783345,1,697698357,1,GARE03,04/08/2021,UNIT,48-14-06-A,detail
157,4186,388848,279421811,1,538259173,1,GARE20,04/08/2021,UNIT,AK-03-04-A,detail
158,4182,2083779,279427050,1,538260904,1,GARE23,05/08/2021,UNIT,BC-04-03-A,detail
159,4183,423921,279428439,1,538261643,15,GARE24,05/08/2021,UNIT,CF-02-01-A,detail
160,4185,62018,279428341,1,538261554,1,GARE23,05/08/2021,UNIT,BA-02-04-B,detail
161,4184,2163324,338783609,1,697713619,1,GARE24,05/08/2021,UNIT,CK-01-04-A,detail
162,4181,417642,279433036,1,538262766,2,GARE15,06/08/2021,UNIT,EB-02-02-B,detail
163,4180,417618,279433036,1,538262766,5,GARE09,06/08/2021,UNIT,EC-01-04-D,detail
164,4179,417607,279433036,1,538262766,10,GARE15,06/08/2021,UNIT,EB-02-04-D,detail
165,4178,2004231,279435014,1,538261784,6,GARE24,09/08/2021,UNIT,CG-04-01-C,detail
166,4177,2153435,279436273,1,538263469,1,GARE24,09/08/2021,UNIT,CE-02-05-C,detail
167,4175,206502,279459444,1,538258677,7,GARE23,16/08/2021,UNIT,BE-01-02-B,detail
168,4174,314253,279462135,1,538269182,1,GARE24,17/08/2021,UNIT,CM-02-04-C,detail
169,4173,274570,279473411,1,538272527,1,GARE23,19/08/2021,UNIT,BF-02-01-B,detail
170,4172,2006180,279482118,1,538274584,5,GARE24,23/08/2021,UNIT,CC-04-04-B,detail
171,4171,207334,279487216,1,538276222,1,GARE03,24/08/2021,UNIT,48-02-34-A,detail
172,4170,369670,279487366,1,538276305,1,GARE23,24/08/2021,UNIT,BJ-05-01-A,detail
173,4169,304004,279492992,1,538278407,5,GARE01,25/08/2021,UNIT,41-06-01-A,detail
174,4168,283595,279493817,1,538278963,3,GARE23,25/08/2021,UNIT,BG-05-02-A,detail
175,4164,2063246,279496907,1,538279501,4,GARE03,26/08/2021,UNIT,48-17-02-A,detail
176,4165,274610,279496272,1,538279317,1,GARE24,26/08/2021,UNIT,CE-02-04-B,detail
177,4166,340427,279498615,1,538280487,2,GARE03,26/08/2021,UNIT,48-03-04-A,detail
178,4167,2216101,279498337,1,538272778,1,GARE24,26/08/2021,UNIT,CL-02-05-C,detail
179,4163,431681,279500576,1,538251777,1,GARE20,27/08/2021,UNIT,AF-04-03-C,detail
180,4162,417613,279502424,1,538281335,1,GARE03,27/08/2021,UNIT,48-22-07-A,detail
181,4161,417645,279509046,1,538262766,1,GARE15,30/08/2021,UNIT,EB-01-03-A,detail
182,4160,417603,279509046,1,538262766,6,GARE15,30/08/2021,UNIT,EB-01-05-C,detail
183,4159,2172930,279506110,1,538282442,1,GARE23,30/08/2021,UNIT,BK-03-02-A,detail
184,4158,2243834,279507823,1,538282896,1,GARE03,30/08/2021,UNIT,48-07-04-B,detail
185,4155,2152388,279513251,1,538284686,1,GARE04,31/08/2021,UNIT,12-13-02-B,detail
186,4156,385866,279511478,1,538284054,1,GARE15,31/08/2021,UNIT,EE-02-01-B,detail
187,4157,388359,279514758,1,538285508,1,GARE23,31/08/2021,UNIT,BG-04-03-B,detail
188,4154,2113281,279520583,1,538268839,2,GARE23,01/09/2021,UNIT,BH-02-05-D,detail
189,4153,2185629,279527423,1,538290536,3,GARE24,02/09/2021,UNIT,CC-03-05-C,detail
190,4152,2270741,279527817,1,538290882,1,GARE03,02/09/2021,UNIT,48-30-01-A,detail
191,4151,2270766,279526301,1,538289698,1,GARE03,02/09/2021,UNIT,48-28-06-A,detail
192,4150,417573,279525739,1,538289271,1,GARE03,02/09/2021,UNIT,48-06-28-A,detail
193,4147,2163726,279529937,1,538291174,1,GARE20,03/09/2021,UNIT,AD-01-05-A,detail
194,4148,2113285,279529911,1,538291104,1,GARE23,03/09/2021,UNIT,BB-02-05-C,detail
195,4149,2322810,279530916,1,538288560,15,GARE01,03/09/2021,UNIT,42-02-01-F,detail
196,4146,2143013,279536805,1,538293565,12,GARE01,06/09/2021,UNIT,41-03-02-D,detail
197,4145,293454,279539053,1,538294560,2,GARE20,06/09/2021,UNIT,AK-03-04-D,detail
198,4144,2183363,279539406,1,538294720,2,GARE03,06/09/2021,UNIT,48-03-32-A,detail
199,4143,2233875,279543666,1,538296194,1,GARE03,07/09/2021,UNIT,48-13-01-A,detail
200,4142,417568,279559860,1,538302930,2,GARE03,09/09/2021,UNIT,48-10-48-A,detail
201,4141,417555,279559860,1,538302930,8,GARE03,09/09/2021,UNIT,48-02-39-A,detail
202,4140,417550,279559860,1,538302930,8,GARE03,09/09/2021,UNIT,48-02-10-A,detail
203,4139,2071175,279556328,1,538297621,1,GARE20,09/09/2021,UNIT,AD-03-02-A,detail
204,4138,2199091,279556426,1,538301197,1,GARE24,09/09/2021,UNIT,CG-02-04-B,detail
205,4137,2099355,279566760,1,538292907,1,GARE20,10/09/2021,UNIT,AE-03-03-D,detail
206,4136,299937,279563018,1,538303916,1,GARE23,10/09/2021,UNIT,BD-04-03-A,detail
207,4128,2296084,279572440,1,538307170,1,GARE03,13/09/2021,UNIT,48-31-27-A,detail
208,4130,2296083,279572440,1,538307170,1,GARE03,13/09/2021,UNIT,48-31-35-A,detail
209,4131,2296085,279572440,1,538307170,1,GARE03,13/09/2021,UNIT,48-31-33-A,detail
210,4129,2296082,279572440,1,538307170,1,GARE03,13/09/2021,UNIT,48-31-25-A,detail
211,4133,229817,279573586,1,538282132,1,GARE23,13/09/2021,UNIT,BA-02-03-A,detail
212,4135,2184550,279573926,1,538308193,3,GARE23,13/09/2021,UNIT,BB-05-04-A,detail
213,4134,2270734,279573271,1,538307696,1,GARE20,13/09/2021,UNIT,AD-02-01-B,detail
214,4132,2204335,279569878,1,538306308,10,GARE24,13/09/2021,UNIT,CK-02-03-A,detail
215,4127,2243835,279580847,1,538294145,4,GARE03,14/09/2021,UNIT,48-06-35-A,detail
216,4126,327150,279587577,1,538313500,3,GARE03,15/09/2021,UNIT,48-05-02-A,detail
217,4124,386552,279587293,1,538313323,1,GARE20,15/09/2021,UNIT,AF-01-03-B,detail
218,4123,2170623,279593708,1,538315626,1,GARE03,16/09/2021,UNIT,48-04-37-A,detail
219,4122,2170621,279593708,1,538315626,1,GARE03,16/09/2021,UNIT,48-06-40-A,detail
220,4120,2310401,279592904,1,538315367,1,GARE20,16/09/2021,UNIT,AE-03-05-F,detail
221,4119,417827,279592899,1,538315347,2,GARE02,16/09/2021,UNIT,DD-05-03-C,detail
222,4118,2154886,279593144,1,538315506,6,GARE03,16/09/2021,UNIT,48-06-36-A,detail
223,4111,433773,279598536,1,538317805,1,GARE20,17/09/2021,UNIT,AA-03-06-A,detail
224,4112,2068541,279598645,1,538317818,1,GARE02,17/09/2021,UNIT,DB-06-06-B,detail
225,4113,2261254,279596647,1,538317175,4,GARE03,17/09/2021,UNIT,48-29-11-A,detail
226,4110,2126921,279598489,1,538317201,1,GARE02,17/09/2021,UNIT,DB-04-01-A,detail
227,4115,402060,279597655,1,538317310,2,GARE03,17/09/2021,UNIT,48-29-13-A,detail
228,4116,2163361,338798522,1,697868743,1,GARE03,17/09/2021,UNIT,48-18-08-A,detail
229,4117,2037023,279599703,1,538316288,3,GARE08,17/09/2021,UNIT,EA-04-04-A,detail
230,4114,2123403,279596416,1,30834013,2,GARE14,17/09/2021,UNIT,19-05-05-A,detail
231,4109,374230,279605968,1,538307141,1,GARE20,20/09/2021,UNIT,AJ-04-03-A,detail
232,4108,2261206,279606230,1,538321225,4,GARE03,20/09/2021,UNIT,48-28-02-A,detail
233,4107,378888,279603994,1,538319889,1,GARE23,20/09/2021,UNIT,BC-02-04-A,detail
234,4106,413429,279604902,1,538303462,1,GARE23,20/09/2021,UNIT,BE-03-04-B,detail
235,4101,429554,279610820,1,538322490,3,GARE08,21/09/2021,UNIT,EA-04-02-B,detail
236,4102,416231,279610470,1,538322341,1,GARE24,21/09/2021,UNIT,CM-01-04-D,detail
237,4104,2258157,279612699,1,538323760,1,GARE04,21/09/2021,UNIT,12-11-00-B,detail
238,4105,7084,279612802,1,538323813,1,GARE03,21/09/2021,UNIT,48-06-39-A,detail
239,4103,2261140,279613520,1,538324401,4,GARE03,21/09/2021,UNIT,48-01-28-A,detail
240,4100,417631,279619259,1,638108638,1,GARE15,22/09/2021,UNIT,EB-01-02-C,detail
241,4099,304531,279618210,1,538325675,1,GARE03,22/09/2021,UNIT,48-02-18-A,detail
242,4098,2037018,279625777,1,538329248,1,GARE15,23/09/2021,UNIT,EB-04-04-D,detail
243,4097,2270751,279625543,1,538329097,2,GARE03,23/09/2021,UNIT,48-28-12-A,detail
244,4096,293435,279622061,1,538306172,1,GARE03,23/09/2021,UNIT,48-21-06-A,detail
245,4095,417560,279624336,1,538328327,5,GARE15,23/09/2021,UNIT,EB-01-01-A,detail
246,4090,339270,279628699,1,538325366,3,GARE24,24/09/2021,UNIT,CN-01-02-A,detail
247,4091,274560,279628756,1,538329442,20,GARE23,24/09/2021,UNIT,BE-02-01-A,detail
248,4094,7591,279632828,1,538331937,1,GARE03,24/09/2021,UNIT,48-10-01-A,detail
249,4093,2117996,279631828,1,638111527,1,GARE20,24/09/2021,UNIT,AK-02-03-C,detail
250,4092,7777,279633298,1,538332292,1,GARE03,24/09/2021,UNIT,48-06-48-A,detail
251,4088,283870,279640868,1,538334727,1,GARE13,27/09/2021,UNIT,21-24-06-C,detail
252,4087,306051,279637326,1,538332782,2,GARE23,27/09/2021,UNIT,BJ-03-04-C,detail
253,4086,202901,279639121,1,538320974,2,GARE24,27/09/2021,UNIT,CN-01-03-A,detail
254,4085,307188,279639547,1,538317215,1,GARE23,27/09/2021,UNIT,BA-05-04-B,detail
255,4084,2113293,279638504,1,538333244,1,GARE23,27/09/2021,UNIT,BH-01-05-D,detail
256,4089,369225,279640653,1,538316490,2,GARE03,27/09/2021,UNIT,48-11-12-A,detail
257,4083,423896,279647511,1,538336928,6,GARE20,28/09/2021,UNIT,AJ-02-02-A,detail
258,4082,411289,279647864,1,538328908,3,GARE20,28/09/2021,UNIT,AJ-02-03-A,detail
259,4081,2241376,279644703,1,538335478,1,GARE03,28/09/2021,UNIT,48-09-35-A,detail
260,4080,243745,279646789,1,538336436,1,GARE20,28/09/2021,UNIT,AD-04-05-A,detail
261,4070,74,279653122,1,538338698,1,GARE03,29/09/2021,UNIT,48-22-08-A,detail
262,4071,2157773,279653332,1,538321503,1,GARE20,29/09/2021,UNIT,AH-03-05-D,detail
263,4072,2113321,279650696,1,538337804,1,GARE23,29/09/2021,UNIT,BA-04-05-A,detail
264,4073,2126919,279650791,1,538338010,1,GARE02,29/09/2021,UNIT,DB-03-01-A,detail
265,4074,2261166,279650554,1,538328233,1,GARE08,29/09/2021,UNIT,20-32-06-A,detail
266,4076,7303,279654491,1,538331684,2,GARE03,29/09/2021,UNIT,48-01-46-A,detail
267,4077,2054138,279654359,1,638113626,1,GARE20,29/09/2021,UNIT,AK-02-04-A,detail
268,4078,53217,279655337,1,538340113,1,GARE23,29/09/2021,UNIT,BC-04-03-C,detail
269,4079,425032,279654906,1,538339549,2,GARE14,29/09/2021,UNIT,ED-02-02-A,detail
270,4075,2069905,279654594,1,538339573,1,GARE24,29/09/2021,UNIT,CJ-04-05-B,detail
271,4061,304023,279660958,1,538315092,2,GARE24,30/09/2021,UNIT,CJ-02-01-A,detail
272,4062,2206278,279661415,1,538269201,1,GARE03,30/09/2021,UNIT,48-05-01-A,detail
273,4063,2170627,279661321,1,538341935,2,GARE20,30/09/2021,UNIT,AD-04-06-F,detail
274,4064,393990,279658286,1,538340856,1,GARE03,30/09/2021,UNIT,48-27-18-A,detail
275,4066,417828,279658123,1,538338161,4,GARE02,30/09/2021,UNIT,DB-05-02-A,detail
276,4067,30709,279661770,1,538342201,1,GARE20,30/09/2021,UNIT,AJ-04-04-A,detail
277,4068,293465,279662907,1,538342875,1,GARE02,30/09/2021,UNIT,DC-06-05-C,detail
278,4069,2237445,279662962,1,538342926,1,GARE24,30/09/2021,UNIT,CF-05-01-B,detail
279,4065,417826,279658123,1,538338161,11,GARE02,30/09/2021,UNIT,DA-03-01-B,detail
280,4055,338348,279667900,1,538329094,1,GARE23,01/10/2021,UNIT,BH-01-05-B,detail
281,4056,417633,279666464,1,538343698,1,GARE15,01/10/2021,UNIT,EB-01-03-B,detail
282,4058,2159468,279669936,1,538345565,1,GARE24,01/10/2021,UNIT,CC-03-05-A,detail
