,index,ID_Product,ID_OP,ID_COLIS,CLIENT,QTE_COLISEE,ID_GARE,DATE_LIVRAISON,TYPE_OP,CODE_BARRE,PREP
2504,1660,2184553,343043719,1,538454494,5,GARE02,01/12/2021,UNIT,45-06-01-A,detail
2505,1661,2224211,343044003,1,638182366,1,GARE19,01/12/2021,UNIT,13-27-01-A,detail
2506,1662,2223949,343047118,1,538456491,3,GARE01,01/12/2021,UNIT,41-06-02-A,detail
2507,1663,2184556,343047125,1,538455453,3,GARE01,01/12/2021,UNIT,41-02-04-D,detail
2508,1664,409214,343047118,1,538456491,2,GARE11,01/12/2021,UNIT,18-14-06-B,detail
2509,1665,409187,343047118,1,538456491,2,GARE10,01/12/2021,UNIT,20-09-06-B,detail
2510,1666,2004178,343047118,1,538456491,4,GARE02,01/12/2021,UNIT,45-03-03-C,detail
2511,1556,2098484,343044873,1,538455479,1,GARE04,01/12/2021,UNIT,12-09-00-B,detail
2512,1667,2004171,343047118,1,538456491,1,GARE01,01/12/2021,UNIT,41-03-01-B,detail
2513,1642,2204933,343043665,1,538450779,1,GARE03,01/12/2021,UNIT,48-09-46-A,detail
2514,1612,2136476,343043984,1,538454544,2,GARE20,01/12/2021,UNIT,AD-03-02-D,detail
2515,1641,2168875,343043668,1,538452051,2,GARE02,01/12/2021,UNIT,DA-03-03-A,detail
2516,1639,2154901,343043671,1,538452744,1,GARE08,01/12/2021,UNIT,20-29-06-C,detail
2517,1614,2070417,343043905,1,538454619,2,GARE03,01/12/2021,UNIT,48-04-05-A,detail
2518,1615,2070414,343043905,1,538454619,4,GARE03,01/12/2021,UNIT,48-26-14-A,detail
2519,1616,2018416,343043905,1,538454607,1,GARE01,01/12/2021,UNIT,41-04-02-B,detail
2520,1617,2172042,343043922,1,538454488,1,GARE23,01/12/2021,UNIT,BK-02-05-B,detail
2521,1618,2069904,343043924,1,538454709,1,GARE02,01/12/2021,UNIT,45-05-04-B,detail
2522,1619,312362,343043759,1,538454642,1,GARE23,01/12/2021,UNIT,BD-04-02-B,detail
2523,1620,2099402,343043759,1,538454642,2,GARE20,01/12/2021,UNIT,AC-04-06-D,detail
2524,1621,50968,343043690,1,538454395,3,GARE20,01/12/2021,UNIT,AA-02-06-C,detail
2525,1622,2224274,343043682,1,538454367,2,GARE24,01/12/2021,UNIT,CG-03-04-B,detail
2526,1623,2224201,343043682,1,538454367,2,GARE24,01/12/2021,UNIT,CC-02-03-A,detail
2527,1624,2120425,343043680,1,538454354,1,GARE24,01/12/2021,UNIT,CH-01-01-B,detail
2528,1625,2170663,343043701,1,538454444,1,GARE03,01/12/2021,UNIT,48-04-33-A,detail
2529,1626,2170660,343043701,1,538454444,1,GARE20,01/12/2021,UNIT,AD-03-06-E,detail
2530,1627,2170628,343043701,1,538454444,1,GARE03,01/12/2021,UNIT,48-32-09-A,detail
2531,1628,418753,343043700,1,538454441,8,GARE21,01/12/2021,UNIT,50-02-02-D,detail
2532,1629,2184511,343043699,1,538454426,1,GARE05,01/12/2021,UNIT,12-22-02-A,detail
2533,1630,373330,343043693,1,538454416,1,GARE20,01/12/2021,UNIT,AA-01-04-A,detail
2534,1631,237345,343043693,1,538454416,50,GARE18,01/12/2021,UNIT,13-15-03-B,detail
2535,1632,2099400,343043759,1,538454642,5,GARE20,01/12/2021,UNIT,AE-02-04-D,detail
2536,1633,2237421,343043654,1,538444816,2,GARE02,01/12/2021,UNIT,45-05-03-E,detail
2537,1634,338711,343043655,1,538454631,1,GARE01,01/12/2021,UNIT,41-06-01-F,detail
2538,1635,2261212,343043655,1,538454631,1,GARE02,01/12/2021,UNIT,45-01-04-A,detail
2539,1636,2074630,343043655,1,538454631,2,GARE23,01/12/2021,UNIT,BF-01-01-A,detail
2540,1637,377472,343043662,1,538449878,1,GARE03,01/12/2021,UNIT,48-18-03-A,detail
2541,1638,338924,343043671,1,538452744,1,GARE03,01/12/2021,UNIT,48-08-30-A,detail
2542,1640,2018418,343043669,1,538452266,2,GARE01,01/12/2021,UNIT,42-03-01-F,detail
2543,1555,2243337,343044874,1,538455476,5,GARE18,01/12/2021,UNIT,13-19-00-B,detail
2544,1487,2206276,343043997,1,538454770,1,GARE03,01/12/2021,UNIT,48-03-41-A,detail
2545,1553,2004127,343044877,1,538455464,3,GARE13,01/12/2021,UNIT,21-27-05-A,detail
2546,1468,2233881,343044390,1,538455082,1,GARE20,01/12/2021,UNIT,AA-03-05-B,detail
2547,1469,40351,343044451,1,538455094,5,GARE19,01/12/2021,UNIT,13-25-02-A,detail
2548,1470,2184522,343044314,1,538455025,1,GARE01,01/12/2021,UNIT,42-08-03-D,detail
2549,1471,383576,343044375,1,538455043,15,GARE24,01/12/2021,UNIT,CF-02-04-B,detail
2550,1472,2166107,343044358,1,538455065,1,GARE03,01/12/2021,UNIT,48-18-04-A,detail
2551,1473,2048483,343044357,1,538428992,1,GARE20,01/12/2021,UNIT,AH-04-04-C,detail
2552,1474,2159083,343044353,1,638186108,9,GARE23,01/12/2021,UNIT,BF-01-05-C,detail
2553,1475,2153434,343044353,1,638186108,1,GARE23,01/12/2021,UNIT,BA-03-05-D,detail
2554,1476,411507,343044386,1,538455074,2,GARE04,01/12/2021,UNIT,12-08-00-C,detail
2555,1477,411504,343044386,1,538455074,2,GARE12,01/12/2021,UNIT,19-17-06-B,detail
2556,1478,2108737,343044381,1,538455053,2,GARE24,01/12/2021,UNIT,CF-03-02-B,detail
2557,1479,423862,343044380,1,538455050,2,GARE04,01/12/2021,UNIT,12-10-01-A,detail
2558,1480,2007689,343044075,1,538454820,1,GARE23,01/12/2021,UNIT,BA-02-04-E,detail
2559,1481,232228,343044075,1,538454820,2,GARE24,01/12/2021,UNIT,CF-05-03-A,detail
2560,1482,290062,343044070,1,538454803,1,GARE01,01/12/2021,UNIT,41-08-02-C,detail
2561,1483,290030,343044070,1,538454803,1,GARE01,01/12/2021,UNIT,42-04-01-B,detail
2562,1484,411215,343044090,1,538454600,1,GARE10,01/12/2021,UNIT,20-13-06-A,detail
2563,1485,2088509,343044090,1,538454600,1,GARE06,01/12/2021,UNIT,12-28-02-A,detail
2564,1486,361581,343044068,1,538454812,6,GARE13,01/12/2021,UNIT,21-26-05-A,detail
2565,1488,2261163,343044002,1,538454777,1,GARE03,01/12/2021,UNIT,48-28-09-A,detail
2566,1489,2206274,343043997,1,538454770,1,GARE03,01/12/2021,UNIT,48-06-11-A,detail
2567,1490,2206270,343043997,1,538454770,1,GARE03,01/12/2021,UNIT,48-01-07-A,detail
2568,1491,2206209,343043997,1,538454770,1,GARE03,01/12/2021,UNIT,48-03-26-A,detail
2569,1492,2082436,343043996,1,538454769,4,GARE24,01/12/2021,UNIT,CC-02-03-B,detail
2570,1493,2192260,343044452,1,538455104,1,GARE18,01/12/2021,UNIT,13-18-00-C,detail
2571,1467,410121,343044391,1,538455083,1,GARE24,01/12/2021,UNIT,CC-05-02-A,detail
2572,1494,2261183,343044002,1,538454777,1,GARE01,01/12/2021,UNIT,42-06-04-D,detail
2573,1466,2243830,343044433,1,538455125,4,GARE03,01/12/2021,UNIT,48-06-13-A,detail
2574,1464,282289,343044263,1,538454971,1,GARE20,01/12/2021,UNIT,AH-04-03-A,detail
2575,1668,2224265,343047112,1,538456477,1,GARE20,01/12/2021,UNIT,AF-03-04-E,detail
2576,4346,2118672,343043742,1,538454604,2,GARE18,01/12/2021,UNIT,13-16-02-C,detail
2577,4347,2149765,343047250,1,538456563,1,GARE07,01/12/2021,UNIT,12-35-00-B,detail
2578,1442,2207190,343044290,1,538455000,1,GARE16,01/12/2021,UNIT,13-01-01-C,detail
2579,1443,288313,343044283,1,538455006,3,GARE19,01/12/2021,UNIT,13-25-00-B,detail
2580,1444,2025583,343044281,1,538455004,1,GARE20,01/12/2021,UNIT,AC-02-04-B,detail
2581,1445,2079927,343044278,1,538454997,1,GARE02,01/12/2021,UNIT,45-09-02-E,detail
2582,1446,331418,343044277,1,538454984,1,GARE03,01/12/2021,UNIT,48-14-02-A,detail
2583,1447,2192228,343044293,1,638186080,1,GARE24,01/12/2021,UNIT,CD-01-04-C,detail
2584,1448,2054483,343044311,1,538455021,3,GARE24,01/12/2021,UNIT,CC-03-03-C,detail
2585,1449,372242,343044307,1,538455020,2,GARE21,01/12/2021,UNIT,50-02-01-F,detail
2586,1450,2037950,343044303,1,538455010,2,GARE08,01/12/2021,UNIT,20-27-06-C,detail
2587,1451,2079796,343044256,1,538441814,15,GARE19,01/12/2021,UNIT,13-25-01-B,detail
2588,1452,423874,343044250,1,538455001,6,GARE19,01/12/2021,UNIT,13-26-01-C,detail
2589,1453,423868,343044235,1,538454976,1,GARE01,01/12/2021,UNIT,41-05-02-F,detail
2590,1454,2041604,343044225,1,538454945,3,GARE02,01/12/2021,UNIT,45-01-01-E,detail
2591,1455,431629,343044223,1,538454937,1,GARE02,01/12/2021,UNIT,45-03-03-E,detail
2592,1456,416746,343044221,1,538454938,1,GARE01,01/12/2021,UNIT,41-02-03-E,detail
2593,1457,416740,343044262,1,538454969,3,GARE05,01/12/2021,UNIT,12-18-01-B,detail
2594,1458,274083,343044271,1,538454989,1,GARE02,01/12/2021,UNIT,45-08-04-F,detail
2595,1459,2054144,343044271,1,538454989,2,GARE24,01/12/2021,UNIT,CH-04-02-B,detail
2596,1460,409219,343044267,1,538454973,2,GARE23,01/12/2021,UNIT,BA-04-04-B,detail
2597,1461,2105860,343044267,1,538454973,3,GARE19,01/12/2021,UNIT,13-26-01-A,detail
2598,1462,2022021,343044267,1,538454973,1,GARE14,01/12/2021,UNIT,19-09-06-B,detail
2599,1463,2071113,343044265,1,538454970,1,GARE03,01/12/2021,UNIT,48-07-24-A,detail
2600,1465,341429,343044433,1,538455125,1,GARE21,01/12/2021,UNIT,50-02-02-A,detail
2601,1554,2076502,343044876,1,538455483,2,GARE24,01/12/2021,UNIT,CH-01-05-C,detail
2602,1495,2261189,343044002,1,538454777,1,GARE02,01/12/2021,UNIT,45-01-04-B,detail
2603,1497,423863,343044067,1,538454807,3,GARE19,01/12/2021,UNIT,13-28-02-B,detail
2604,1527,2039325,343044715,1,538455339,1,GARE03,01/12/2021,UNIT,48-11-05-A,detail
2605,1528,2039315,343044715,1,538455339,1,GARE20,01/12/2021,UNIT,AD-01-06-B,detail
2606,1529,2261198,343044796,1,538455373,2,GARE03,01/12/2021,UNIT,48-29-16-A,detail
2607,1530,2170672,343044796,1,538455373,2,GARE20,01/12/2021,UNIT,AD-02-06-B,detail
2608,1531,2170625,343044796,1,538455373,2,GARE03,01/12/2021,UNIT,48-04-46-A,detail
2609,1532,2170624,343044796,1,538455373,2,GARE03,01/12/2021,UNIT,48-04-42-A,detail
2610,1533,2120420,343044793,1,538455375,1,GARE23,01/12/2021,UNIT,BF-01-04-A,detail
2611,1534,2168882,343044790,1,538455383,1,GARE02,01/12/2021,UNIT,DC-04-01-A,detail
2612,1535,284978,343044789,1,538455381,1,GARE05,01/12/2021,UNIT,12-22-03-A,detail
2613,1536,2122279,343044785,1,538455370,1,GARE13,01/12/2021,UNIT,21-20-06-A,detail
2614,1537,2164505,343044784,1,538454475,2,GARE06,01/12/2021,UNIT,12-23-03-B,detail
2615,1538,2262674,343044895,1,538455398,1,GARE20,01/12/2021,UNIT,AD-04-06-D,detail
2616,1539,2017052,343044893,1,538455390,1,GARE13,01/12/2021,UNIT,21-29-05-A,detail
2617,1540,2232600,343044860,1,538450900,2,GARE02,01/12/2021,UNIT,DC-02-02-A,detail
2618,1541,260360,343044913,1,538362077,140,GARE01,01/12/2021,UNIT,42-03-01-A,detail
2619,1542,2206730,343044899,1,538455432,1,GARE09,01/12/2021,UNIT,18-31-06-A,detail
2620,1543,2145815,343044882,1,538454626,6,GARE08,01/12/2021,UNIT,20-24-06-A,detail
2621,1544,2195565,343044871,1,538455469,1,GARE05,01/12/2021,UNIT,12-17-00-C,detail
2622,1545,2154896,343044871,1,538455469,2,GARE03,01/12/2021,UNIT,48-10-43-A,detail
2623,1546,203982,343044869,1,538455452,2,GARE11,01/12/2021,UNIT,18-06-05-A,detail
2624,1547,2185565,343044867,1,538455466,1,GARE23,01/12/2021,UNIT,BK-03-05-C,detail
2625,1548,360055,343044866,1,538455451,2,GARE23,01/12/2021,UNIT,BD-01-04-C,detail
2626,1550,2154899,343044871,1,538455469,2,GARE03,01/12/2021,UNIT,48-09-21-A,detail
2627,1551,2195566,343044871,1,538455469,1,GARE04,01/12/2021,UNIT,12-12-00-C,detail
2628,1552,2156219,343044879,1,538401557,72,GARE14,01/12/2021,UNIT,19-10-05-A,detail
2629,1526,38249,343044715,1,538455339,1,GARE01,01/12/2021,UNIT,41-02-04-B,detail
2630,1496,2047290,343044004,1,638178627,1,GARE02,01/12/2021,UNIT,46-06-00-A,detail
2631,1525,2261201,343044796,1,538455373,2,GARE03,01/12/2021,UNIT,48-29-19-A,detail
2632,1523,2004201,343044817,1,538455435,6,GARE01,01/12/2021,UNIT,41-03-03-D,detail
2633,1498,2184305,343044063,1,538454790,29,GARE02,01/12/2021,UNIT,45-06-03-B,detail
2634,1499,2112322,343044062,1,538454791,2,GARE13,01/12/2021,UNIT,21-24-06-A,detail
2635,1500,2271512,343044061,1,538454600,1,GARE21,01/12/2021,UNIT,50-02-00-C,detail
2636,1501,365815,343044057,1,538454782,2,GARE19,01/12/2021,UNIT,13-32-01-B,detail
2637,1502,2224202,343044050,1,538395244,2,GARE15,01/12/2021,UNIT,21-08-06-B,detail
2638,1503,315743,343044041,1,538454804,1,GARE23,01/12/2021,UNIT,BF-05-04-A,detail
2639,1504,2195213,343044004,1,638178627,3,GARE06,01/12/2021,UNIT,12-28-00-A,detail
2640,1505,204741,343044210,1,538454918,1,GARE20,01/12/2021,UNIT,AD-01-05-B,detail
2641,1506,2270778,343044218,1,538454935,1,GARE23,01/12/2021,UNIT,BF-02-04-B,detail
2642,1507,60459,343044213,1,538454926,1,GARE20,01/12/2021,UNIT,AA-01-02-B,detail
2643,1508,60208,343044213,1,538454926,1,GARE20,01/12/2021,UNIT,AA-01-02-C,detail
2644,1509,413420,343044133,1,538434891,1,GARE01,01/12/2021,UNIT,42-03-01-C,detail
2645,1510,2039223,343044132,1,538454886,1,GARE20,01/12/2021,UNIT,AA-04-03-A,detail
2646,1511,360486,343044151,1,538454888,1,GARE18,01/12/2021,UNIT,13-16-02-A,detail
2647,1512,2183225,343044139,1,538454837,2,GARE02,01/12/2021,UNIT,45-02-04-F,detail
2648,1513,2141908,343044151,1,538454888,1,GARE01,01/12/2021,UNIT,41-05-03-E,detail
2649,1514,2141906,343044151,1,538454888,1,GARE19,01/12/2021,UNIT,13-23-01-A,detail
2650,1515,2179334,343044147,1,538454864,2,GARE05,01/12/2021,UNIT,12-18-02-C,detail
2651,1516,2192229,343044452,1,538455104,2,GARE02,01/12/2021,UNIT,45-03-04-E,detail
2652,1517,2152272,343044805,1,538455404,1,GARE20,01/12/2021,UNIT,AE-04-04-A,detail
2653,1518,251705,343044802,1,538455399,4,GARE04,01/12/2021,UNIT,12-12-02-A,detail
2654,1519,2113323,343044799,1,538455403,1,GARE23,01/12/2021,UNIT,BG-01-05-B,detail
2655,1520,2165377,343044798,1,538455398,1,GARE20,01/12/2021,UNIT,AE-04-05-A,detail
2656,1521,2004175,343044809,1,538455428,28,GARE01,01/12/2021,UNIT,42-07-03-A,detail
2657,1522,2105879,343044853,1,538445198,48,GARE02,01/12/2021,UNIT,45-09-01-A,detail
2658,1524,260525,343044722,1,538455365,5,GARE20,01/12/2021,UNIT,AK-02-01-B,detail
2659,1669,2224259,343047112,1,538456477,1,GARE20,01/12/2021,UNIT,AD-03-03-E,detail
2660,1549,2037818,343044863,1,538454592,1,GARE20,01/12/2021,UNIT,AH-01-05-C,detail
2661,1671,2022054,343047268,1,538455397,2,GARE11,01/12/2021,UNIT,18-16-06-A,detail
2662,1818,2184476,343045269,1,538455098,2,GARE24,01/12/2021,UNIT,CG-04-04-B,detail
2663,1819,383498,343045267,1,538455242,1,GARE13,01/12/2021,UNIT,21-18-06-A,detail
2664,1820,3513337,343045264,1,538455048,1,GARE23,01/12/2021,UNIT,BA-05-03-B,detail
2665,1821,230515,343045264,1,538455048,12,GARE17,01/12/2021,UNIT,13-10-01-A,detail
2666,1822,2122261,343045282,1,538455689,2,GARE03,01/12/2021,UNIT,48-09-23-A,detail
2667,1823,423891,343045280,1,538455682,2,GARE24,01/12/2021,UNIT,CH-04-03-B,detail
2668,1824,333433,343045419,1,538455778,1,GARE12,01/12/2021,UNIT,19-25-06-B,detail
2669,1825,2168890,343045450,1,538455846,1,GARE06,01/12/2021,UNIT,12-24-02-B,detail
2670,1826,290032,343045448,1,538455192,28,GARE01,01/12/2021,UNIT,42-07-03-C,detail
2671,1827,2039051,343045428,1,538455787,1,GARE20,01/12/2021,UNIT,AB-03-06-E,detail
2672,1828,207322,343045397,1,538455590,1,GARE20,01/12/2021,UNIT,AC-04-06-F,detail
2673,1829,2039035,343045393,1,538455380,1,GARE20,01/12/2021,UNIT,AA-01-03-C,detail
2674,1830,2122295,343045412,1,538455750,2,GARE13,01/12/2021,UNIT,21-21-06-B,detail
2675,1831,2077174,343045388,1,538455279,10,GARE20,01/12/2021,UNIT,AA-04-05-F,detail
2676,1832,2168888,343045387,1,538455264,5,GARE02,01/12/2021,UNIT,DA-03-02-A,detail
2677,1833,62178,343045383,1,538453741,2,GARE23,01/12/2021,UNIT,BA-03-05-B,detail
2678,1834,2079930,343045407,1,538455694,12,GARE01,01/12/2021,UNIT,41-01-01-A,detail
2679,1835,2262095,343045405,1,538455670,1,GARE01,01/12/2021,UNIT,41-05-04-F,detail
2680,1836,2184501,343045404,1,538455656,9,GARE23,01/12/2021,UNIT,BD-05-03-B,detail
2681,1837,2039122,343045061,1,538453180,3,GARE20,01/12/2021,UNIT,AC-04-06-A,detail
2682,1838,2071174,343045059,1,538455541,30,GARE20,01/12/2021,UNIT,AB-02-01-D,detail
2683,1839,2140529,343045141,1,538453900,2,GARE24,01/12/2021,UNIT,CM-03-02-C,detail
2684,1840,47938,343045139,1,538442844,21,GARE01,01/12/2021,UNIT,42-02-04-E,detail
2685,1841,2243479,343045090,1,538455586,1,GARE03,01/12/2021,UNIT,48-06-45-A,detail
2686,1842,2238555,343044932,1,538455514,8,GARE23,01/12/2021,UNIT,BK-04-04-A,detail
2687,1817,2184525,343045269,1,538455098,2,GARE01,01/12/2021,UNIT,42-01-03-C,detail
2688,1843,2039318,343044932,1,538455514,3,GARE24,01/12/2021,UNIT,CL-04-04-C,detail
2689,1816,304012,343045269,1,538455098,2,GARE20,01/12/2021,UNIT,AG-03-03-A,detail
2690,1814,2150742,343045302,1,538455739,1,GARE24,01/12/2021,UNIT,CL-02-03-A,detail
2691,1789,2296019,343047993,1,538456624,1,GARE20,01/12/2021,UNIT,AB-03-02-B,detail
2692,1790,2296018,343047993,1,538456624,1,GARE20,01/12/2021,UNIT,AB-04-02-E,detail
2693,1791,2243832,343047987,1,538456564,1,GARE20,01/12/2021,UNIT,AA-04-05-D,detail
2694,1792,418760,343048016,1,538456776,4,GARE01,01/12/2021,UNIT,41-03-04-D,detail
2695,1793,2097382,343048016,1,538456776,1,GARE15,01/12/2021,UNIT,21-06-06-B,detail
2696,1794,423884,343048011,1,538456772,1,GARE01,01/12/2021,UNIT,42-07-04-C,detail
2697,1795,2168894,343048010,1,538456768,1,GARE02,01/12/2021,UNIT,DB-02-04-A,detail
2698,1796,2136473,343047775,1,538456553,1,GARE20,01/12/2021,UNIT,AD-04-03-B,detail
2699,1797,2136472,343047775,1,538456553,1,GARE20,01/12/2021,UNIT,AB-04-03-A,detail
2700,1798,2279738,343047770,1,538456553,1,GARE24,01/12/2021,UNIT,CE-05-04-A,detail
2701,1799,2261203,343047770,1,538456553,1,GARE03,01/12/2021,UNIT,48-29-17-A,detail
2702,1800,2261200,343047770,1,538456553,1,GARE03,01/12/2021,UNIT,48-24-04-A,detail
2703,1801,2159084,343047770,1,538456553,1,GARE23,01/12/2021,UNIT,BE-04-05-C,detail
2704,1802,2139595,343047770,1,538456553,1,GARE23,01/12/2021,UNIT,BH-04-05-A,detail
2705,1803,2136477,343047770,1,538456553,1,GARE20,01/12/2021,UNIT,AD-02-02-A,detail
2706,1804,2136471,343047770,1,538456553,1,GARE20,01/12/2021,UNIT,AD-03-06-F,detail
2707,1805,2237087,343047791,1,538456717,6,GARE01,01/12/2021,UNIT,41-02-02-A,detail
2708,1806,2223827,343047791,1,538456717,8,GARE01,01/12/2021,UNIT,42-08-01-B,detail
2709,1807,2237089,343047791,1,538456717,4,GARE02,01/12/2021,UNIT,45-06-02-D,detail
2710,1808,332061,343045287,1,538455693,2,GARE23,01/12/2021,UNIT,BJ-02-02-B,detail
2711,1809,2036314,343045293,1,538455711,1,GARE23,01/12/2021,UNIT,BK-02-02-B,detail
2712,1810,2052996,343045290,1,538455699,1,GARE20,01/12/2021,UNIT,AA-01-04-C,detail
2713,1811,2261192,343045285,1,538455686,2,GARE10,01/12/2021,UNIT,20-15-06-D,detail
2714,1812,2039309,343045379,1,538455790,1,GARE24,01/12/2021,UNIT,CL-02-04-B,detail
2715,1813,2243270,343045302,1,538455739,2,GARE02,01/12/2021,UNIT,45-02-04-E,detail
2716,1815,304197,343045269,1,538455098,1,GARE01,01/12/2021,UNIT,41-07-02-D,detail
2717,1788,2296061,343047993,1,538456624,1,GARE20,01/12/2021,UNIT,AC-03-01-C,detail
2718,1844,2039316,343044932,1,538455514,4,GARE03,01/12/2021,UNIT,48-01-02-A,detail
2719,1846,260364,343045042,1,538455578,4,GARE01,01/12/2021,UNIT,41-06-04-E,detail
2720,1877,207325,343046400,1,538455878,1,GARE03,01/12/2021,UNIT,48-06-27-A,detail
2721,1878,2054489,343046396,1,538443695,8,GARE20,01/12/2021,UNIT,AF-04-03-A,detail
2722,1879,285716,343046253,1,538456242,1,GARE01,01/12/2021,UNIT,42-03-04-F,detail
2723,1880,304134,343046188,1,538456230,16,GARE24,01/12/2021,UNIT,CL-04-03-B,detail
2724,1881,2270730,343045584,1,538455905,2,GARE12,01/12/2021,UNIT,19-26-06-A,detail
2725,1882,2185139,343045739,1,538455963,1,GARE02,01/12/2021,UNIT,DA-03-04-A,detail
2726,1883,2233872,343045736,1,538455946,1,GARE08,01/12/2021,UNIT,20-30-06-A,detail
2727,1884,2223706,343045735,1,538455936,4,GARE02,01/12/2021,UNIT,45-03-01-C,detail
2728,1885,2118707,343045725,1,538455812,1,GARE24,01/12/2021,UNIT,CD-04-02-B,detail
2729,1886,433771,343045740,1,538455965,2,GARE03,01/12/2021,UNIT,48-08-01-A,detail
2730,1887,2061240,343045460,1,538454825,30,GARE16,01/12/2021,UNIT,13-04-00-A,detail
2731,1888,2241994,343045477,1,538455785,1,GARE02,01/12/2021,UNIT,DB-03-02-A,detail
2732,1889,2170684,343045476,1,538455739,2,GARE20,01/12/2021,UNIT,AD-03-02-C,detail
2733,1890,2140721,343045472,1,538455747,1,GARE20,01/12/2021,UNIT,AC-03-05-A,detail
2734,1891,433772,343045740,1,538455965,2,GARE03,01/12/2021,UNIT,48-08-36-A,detail
2735,1892,2006085,343045901,1,538456044,1,GARE03,01/12/2021,UNIT,48-11-07-A,detail
2736,1893,2083754,343045905,1,538456061,1,GARE01,01/12/2021,UNIT,42-03-02-E,detail
2737,1894,2170686,343045908,1,538456092,2,GARE20,01/12/2021,UNIT,AD-03-01-B,detail
2738,1895,2004210,343045907,1,538456068,1,GARE07,01/12/2021,UNIT,12-34-01-B,detail
2739,1896,2007783,343045775,1,538456001,4,GARE23,01/12/2021,UNIT,BH-03-01-B,detail
2740,1897,2004118,343045769,1,538455979,2,GARE01,01/12/2021,UNIT,42-02-01-C,detail
2741,1898,2261150,343045768,1,538455967,1,GARE03,01/12/2021,UNIT,48-30-04-A,detail
2742,1899,2112929,343045777,1,538455969,2,GARE23,01/12/2021,UNIT,BF-04-05-C,detail
2743,1900,2113316,343045777,1,538455969,1,GARE23,01/12/2021,UNIT,BJ-01-05-B,detail
2744,1670,49766,343047127,1,538456503,9,GARE18,01/12/2021,UNIT,13-18-02-C,detail
2745,1876,437401,343046404,1,538456274,1,GARE23,01/12/2021,UNIT,BF-03-04-A,detail
2746,1845,2314168,343044931,1,538455516,1,GARE20,01/12/2021,UNIT,AH-04-01-A,detail
2747,1875,2223870,343046410,1,538456297,1,GARE01,01/12/2021,UNIT,41-04-01-E,detail
2748,1873,284891,343046257,1,538456256,1,GARE03,01/12/2021,UNIT,48-20-11-A,detail
2749,1848,285720,343045193,1,538455664,6,GARE22,01/12/2021,UNIT,50-05-02-E,detail
2750,1849,236122,343045195,1,538455663,2,GARE20,01/12/2021,UNIT,AZ-04-05-C,detail
2751,1850,375979,343045261,1,538455697,3,GARE04,01/12/2021,UNIT,12-07-03-A,detail
2752,1851,376965,343045251,1,538455736,1,GARE06,01/12/2021,UNIT,12-29-01-A,detail
2753,1852,2004215,343045156,1,538454947,2,GARE01,01/12/2021,UNIT,41-07-01-D,detail
2754,1853,2200031,343045158,1,538455618,1,GARE04,01/12/2021,UNIT,12-13-00-B,detail
2755,1854,375981,343045169,1,638186285,2,GARE04,01/12/2021,UNIT,12-06-03-A,detail
2756,1855,369661,343045166,1,538455645,1,GARE01,01/12/2021,UNIT,42-07-02-D,detail
2757,1856,423889,343045162,1,538455644,1,GARE21,01/12/2021,UNIT,50-02-01-E,detail
2758,1857,2223840,343045159,1,538455634,2,GARE01,01/12/2021,UNIT,41-06-02-C,detail
2759,1858,2159242,343045996,1,538456130,6,GARE24,01/12/2021,UNIT,CJ-01-05-A,detail
2760,1859,2153348,343045996,1,538456130,1,GARE23,01/12/2021,UNIT,BG-05-05-B,detail
2761,1860,409172,343046081,1,538438640,4,GARE20,01/12/2021,UNIT,AJ-03-03-A,detail
2762,1861,2223939,343046159,1,538446776,6,GARE01,01/12/2021,UNIT,41-07-02-E,detail
2763,1862,2122275,343046097,1,538456174,4,GARE23,01/12/2021,UNIT,BJ-05-03-B,detail
2764,1863,2158085,343046095,1,538456173,5,GARE24,01/12/2021,UNIT,CL-01-05-A,detail
2765,1864,2113244,343045980,1,538447168,6,GARE20,01/12/2021,UNIT,AD-04-06-E,detail
2766,1865,282292,343045918,1,538456016,1,GARE13,01/12/2021,UNIT,21-19-06-A,detail
2767,1866,2051838,343045918,1,538456016,1,GARE20,01/12/2021,UNIT,AA-02-03-D,detail
2768,1867,2018420,343045983,1,538455970,6,GARE01,01/12/2021,UNIT,42-03-03-A,detail
2769,1868,2082251,343046161,1,538455193,1,GARE17,01/12/2021,UNIT,13-07-00-C,detail
2770,1869,2159243,343046294,1,538456280,2,GARE24,01/12/2021,UNIT,CC-01-05-C,detail
2771,1870,285714,343046265,1,538456242,4,GARE01,01/12/2021,UNIT,42-04-04-A,detail
2772,1871,2329390,343046260,1,538456265,10,GARE03,01/12/2021,UNIT,48-05-12-A,detail
2773,1872,226976,343046162,1,538455385,1,GARE20,01/12/2021,UNIT,AZ-03-05-C,detail
2774,1874,2113322,343046257,1,538456256,3,GARE23,01/12/2021,UNIT,BD-01-05-B,detail
2775,1787,2136470,343047770,1,538456553,1,GARE20,01/12/2021,UNIT,AD-03-04-A,detail
2776,1847,2031530,343045143,1,538454683,1,GARE23,01/12/2021,UNIT,BG-02-04-A,detail
2777,1785,2097586,343048000,1,538456741,1,GARE20,01/12/2021,UNIT,AH-03-04-C,detail
2778,1702,2243301,343047087,1,538455337,2,GARE24,01/12/2021,UNIT,CC-02-01-B,detail
2779,1703,2243251,343046786,1,538456374,8,GARE14,01/12/2021,UNIT,19-06-06-A,detail
2780,1704,2200274,343046785,1,538456368,1,GARE23,01/12/2021,UNIT,BH-04-03-A,detail
